"metric","location","region","model_type","family_code","model_family","optimizer_used","convergence_code","convergence_message","formula","fixed_effect_structure","structure_reason","n_transects","n_sites","n_dates","n_periods","n_statuses","n_positive","prop_zero","converged","pdHess","finite_standard_errors","valid_model","AIC","logLik","warnings","error","note","fixed_tweedie_power"
"M1 fish species richness","Southern Metro","Adelaide Metro","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",266,14,18,2,2,263,0.011278195488721804,TRUE,TRUE,TRUE,TRUE,1368.9175735884314,-664.4587867942157,NA,NA,NA,NA
"M1 fish species richness","Southern Yorke","Southern Yorke","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",26,3,3,2,1,26,0,TRUE,TRUE,TRUE,TRUE,144.17291475310634,-67.08645737655317,NA,NA,NA,NA
"M1 fish species richness","Southern Yorke","Southern Yorke","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",26,3,3,2,1,26,0,TRUE,TRUE,TRUE,TRUE,137.53480634443102,-63.76740317221551,NA,NA,NA,NA
"M1 fish species richness","Sponge Gardens","Kangaroo Island","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",148,5,10,2,2,148,0,TRUE,TRUE,TRUE,TRUE,718.6821567503748,-352.3410783751874,NA,NA,NA,NA
"M1 fish species richness","Sponge Gardens","Kangaroo Island","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",148,5,10,2,2,148,0,TRUE,TRUE,TRUE,TRUE,703.0503381330107,-339.5251690665053,NA,NA,NA,NA
"M1 fish species richness","Upper GSV","Upper Gulf St Vincent","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",92,5,9,2,1,82,0.10869565217391304,TRUE,TRUE,TRUE,TRUE,335.56869645990184,-162.78434822995092,NA,NA,NA,NA
"M1 fish species richness","Upper GSV","Upper Gulf St Vincent","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",92,5,9,2,1,82,0.10869565217391304,TRUE,TRUE,TRUE,TRUE,332.2065632917647,-155.10328164588236,NA,NA,NA,NA
"M2 fish species richness","Carrickalinga","Fleurieu","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",439,14,19,2,2,359,0.18223234624145787,TRUE,TRUE,TRUE,TRUE,1195.4918237770328,-590.7459118885164,NA,NA,NA,NA
"M2 fish species richness","Carrickalinga","Fleurieu","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",439,14,19,2,2,359,0.18223234624145787,TRUE,TRUE,TRUE,TRUE,1174.4169651483544,-566.2084825741772,NA,NA,NA,NA
"M2 fish species richness","Eastern Spencer Gulf","Eastern Spencer Gulf","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",27,3,4,2,1,16,0.4074074074074074,TRUE,TRUE,TRUE,TRUE,73.77068190635,-31.885340953175003,NA,NA,NA,NA
"M2 fish species richness","Eastern Spencer Gulf","Eastern Spencer Gulf","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",27,3,4,2,1,16,0.4074074074074074,TRUE,TRUE,TRUE,TRUE,74.63948348709195,-31.31974174354598,NA,NA,NA,NA
"M2 fish species richness","Encounter Bay","South Coast","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",177,7,14,2,2,77,0.5649717514124294,TRUE,TRUE,TRUE,TRUE,320.27194911474317,-153.13597455737158,NA,NA,NA,NA
"M2 fish species richness","Encounter Bay","South Coast","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",177,7,14,2,2,77,0.5649717514124294,TRUE,TRUE,TRUE,TRUE,310.84848398398543,-139.42424199199272,NA,NA,NA,NA
"M2 fish species richness","Metro","Adelaide Metro","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",68,3,15,2,1,61,0.10294117647058823,TRUE,TRUE,TRUE,TRUE,187.44426445657768,-88.72213222828884,NA,NA,NA,NA
"M2 fish species richness","Metro","Adelaide Metro","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",68,3,15,2,1,61,0.10294117647058823,TRUE,TRUE,TRUE,TRUE,170.9754463423225,-68.48772317116125,NA,NA,NA,NA
"M2 fish species richness","Rapid Head","Fleurieu","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",469,10,22,2,2,386,0.17697228144989338,TRUE,TRUE,TRUE,TRUE,1327.7102489210558,-656.8551244605279,NA,NA,NA,NA
"M2 fish species richness","Rapid Head","Fleurieu","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",469,10,22,2,2,386,0.17697228144989338,TRUE,TRUE,TRUE,TRUE,1317.9727109418702,-634.9863554709351,NA,NA,NA,NA
"M2 fish species richness","Southern Fleurieu","South Coast","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",119,6,9,2,1,54,0.5462184873949579,TRUE,TRUE,TRUE,TRUE,145.6239353682016,-67.8119676841008,NA,NA,NA,NA
"M2 fish species richness","Southern Fleurieu","South Coast","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",119,6,9,2,1,54,0.5462184873949579,TRUE,TRUE,TRUE,TRUE,136.72534118900825,-57.36267059450412,NA,NA,NA,NA
"M2 fish species richness","Southern Metro","Adelaide Metro","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",264,14,18,2,2,232,0.12121212121212122,TRUE,TRUE,TRUE,TRUE,689.6448721487238,-337.8224360743619,NA,NA,NA,NA
"M2 fish species richness","Southern Metro","Adelaide Metro","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",264,14,18,2,2,232,0.12121212121212122,TRUE,TRUE,TRUE,TRUE,678.4587196566023,-319.22935982830114,NA,NA,NA,NA
"M2 fish species richness","Southern Yorke","Southern Yorke","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",34,3,4,2,1,22,0.35294117647058826,TRUE,TRUE,TRUE,TRUE,98.23624459737161,-44.118122298685805,NA,NA,NA,NA
"M2 fish species richness","Southern Yorke","Southern Yorke","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",34,3,4,2,1,22,0.35294117647058826,TRUE,TRUE,TRUE,TRUE,96.12524992614527,-42.062624963072636,NA,NA,NA,NA
"M2 fish species richness","Sponge Gardens","Kangaroo Island","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",148,5,10,2,2,134,0.0945945945945946,TRUE,TRUE,TRUE,TRUE,412.9440887191634,-199.4720443595817,NA,NA,NA,NA
"M2 fish species richness","Sponge Gardens","Kangaroo Island","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",148,5,10,2,2,134,0.0945945945945946,TRUE,TRUE,TRUE,TRUE,409.29863102333195,-192.64931551166598,NA,NA,NA,NA
"M2 fish species richness","Upper GSV","Upper Gulf St Vincent","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",92,5,9,2,1,77,0.16304347826086957,TRUE,TRUE,TRUE,TRUE,218.3071115874072,-104.1535557937036,NA,NA,NA,NA
"M2 fish species richness","Upper GSV","Upper Gulf St Vincent","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",92,5,9,2,1,77,0.16304347826086957,TRUE,TRUE,TRUE,TRUE,207.7752866168078,-92.8876433084039,NA,NA,NA,NA
"M2 invertebrate species richness","Carrickalinga","Fleurieu","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",442,14,19,2,2,438,0.00904977375565611,TRUE,TRUE,TRUE,TRUE,1764.7144856689906,-875.3572428344953,NA,NA,NA,NA
"M2 invertebrate species richness","Carrickalinga","Fleurieu","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",442,14,19,2,2,438,0.00904977375565611,TRUE,TRUE,TRUE,TRUE,1745.589111011796,-851.794555505898,NA,NA,NA,NA
"M2 invertebrate species richness","Eastern Spencer Gulf","Eastern Spencer Gulf","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",27,3,4,2,1,27,0,TRUE,TRUE,TRUE,TRUE,138.1941757520214,-64.0970878760107,NA,NA,NA,NA
"M2 invertebrate species richness","Eastern Spencer Gulf","Eastern Spencer Gulf","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",27,3,4,2,1,27,0,TRUE,TRUE,TRUE,TRUE,133.29146663470544,-60.645733317352715,NA,NA,NA,NA
"M2 invertebrate species richness","Encounter Bay","South Coast","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",177,7,14,2,2,177,0,TRUE,TRUE,TRUE,TRUE,775.1781392470236,-380.5890696235118,NA,NA,NA,NA
"M2 invertebrate species richness","Encounter Bay","South Coast","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",177,7,14,2,2,177,0,TRUE,TRUE,TRUE,TRUE,777.8135543896517,-372.90677719482585,NA,NA,NA,NA
"M2 invertebrate species richness","Metro","Adelaide Metro","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",68,3,15,2,1,68,0,TRUE,TRUE,TRUE,TRUE,298.8642979357736,-144.4321489678868,NA,NA,NA,NA
"M2 invertebrate species richness","Metro","Adelaide Metro","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",68,3,15,2,1,68,0,TRUE,TRUE,TRUE,TRUE,277.0303900667926,-121.5151950333963,NA,NA,NA,NA
"M2 invertebrate species richness","Rapid Head","Fleurieu","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",469,10,22,2,2,467,0.0042643923240938165,TRUE,TRUE,TRUE,TRUE,2005.4005896530866,-995.7002948265433,NA,NA,NA,NA
"M2 invertebrate species richness","Rapid Head","Fleurieu","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",469,10,22,2,2,467,0.0042643923240938165,TRUE,TRUE,TRUE,TRUE,1988.867127788167,-970.4335638940835,NA,NA,NA,NA
"M2 invertebrate species richness","Southern Fleurieu","South Coast","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",119,6,9,2,1,119,0,TRUE,TRUE,TRUE,TRUE,535.465247044758,-262.732623522379,NA,NA,NA,NA
"M2 invertebrate species richness","Southern Fleurieu","South Coast","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",119,6,9,2,1,119,0,TRUE,TRUE,TRUE,TRUE,536.6529510322831,-257.32647551614156,NA,NA,NA,NA
"M2 invertebrate species richness","Southern Metro","Adelaide Metro","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",266,14,18,2,2,265,0.0037593984962406013,TRUE,TRUE,TRUE,TRUE,1150.863873043001,-568.4319365215005,NA,NA,NA,NA
"M2 invertebrate species richness","Southern Metro","Adelaide Metro","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",266,14,18,2,2,265,0.0037593984962406013,TRUE,TRUE,TRUE,TRUE,1117.775078959494,-538.887539479747,NA,NA,NA,NA
"M2 invertebrate species richness","Southern Yorke","Southern Yorke","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",35,3,4,2,1,35,0,TRUE,TRUE,TRUE,TRUE,155.34616586050757,-72.67308293025378,NA,NA,NA,NA
"M2 invertebrate species richness","Southern Yorke","Southern Yorke","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",35,3,4,2,1,35,0,TRUE,TRUE,TRUE,TRUE,148.14397950720695,-68.07198975360348,NA,NA,NA,NA
"M2 invertebrate species richness","Sponge Gardens","Kangaroo Island","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",148,5,10,2,2,148,0,TRUE,TRUE,TRUE,TRUE,634.4504642704852,-310.2252321352426,NA,NA,NA,NA
"M2 invertebrate species richness","Sponge Gardens","Kangaroo Island","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",148,5,10,2,2,148,0,TRUE,TRUE,TRUE,TRUE,636.7213403882115,-306.36067019410575,NA,NA,NA,NA
"M2 invertebrate species richness","Upper GSV","Upper Gulf St Vincent","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",92,5,9,2,1,89,0.03260869565217391,TRUE,TRUE,TRUE,TRUE,352.2976845591351,-171.14884227956756,NA,NA,NA,NA
"M2 invertebrate species richness","Upper GSV","Upper Gulf St Vincent","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",92,5,9,2,1,89,0.03260869565217391,TRUE,TRUE,TRUE,TRUE,332.9121642032021,-155.45608210160106,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Carrickalinga","Fleurieu","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",442,14,19,2,2,412,0.06787330316742081,TRUE,TRUE,TRUE,TRUE,1321.0691765838794,-653.5345882919397,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Carrickalinga","Fleurieu","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",442,14,19,2,2,412,0.06787330316742081,TRUE,TRUE,TRUE,TRUE,1317.3599104210505,-637.6799552105252,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Eastern Spencer Gulf","Eastern Spencer Gulf","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",27,3,4,2,1,18,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,114.85326656365301,-52.426633281826504,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Eastern Spencer Gulf","Eastern Spencer Gulf","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",27,3,4,2,1,18,0.3333333333333333,TRUE,TRUE,TRUE,TRUE,105.18084149948196,-46.59042074974098,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Encounter Bay","South Coast","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",177,7,14,2,2,174,0.01694915254237288,TRUE,TRUE,TRUE,TRUE,613.4814555881015,-299.74072779405077,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Encounter Bay","South Coast","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",177,7,14,2,2,174,0.01694915254237288,TRUE,TRUE,TRUE,TRUE,619.0918976910978,-293.5459488455489,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Metro","Adelaide Metro","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",68,3,15,2,1,62,0.08823529411764706,TRUE,TRUE,TRUE,TRUE,239.6077699568082,-114.8038849784041,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Metro","Adelaide Metro","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",68,3,15,2,1,62,0.08823529411764706,TRUE,TRUE,TRUE,TRUE,225.07430511092056,-95.53715255546028,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Rapid Head","Fleurieu","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period * status + (1 | Site) + (1 | SamplingDate)","Period * status","Full Period x Status interaction fitted",469,10,22,2,2,460,0.019189765458422176,TRUE,TRUE,TRUE,TRUE,1549.8388743340836,-767.9194371670418,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Rapid Head","Fleurieu","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",469,10,22,2,2,460,0.019189765458422176,TRUE,TRUE,TRUE,TRUE,1536.7408463395898,-744.3704231697949,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Southern Fleurieu","South Coast","Period","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ Period + (1 | Site) + (1 | SamplingDate)","Period","Period-only fixed effect fitted because only one Status level was present",119,6,9,2,1,109,0.08403361344537816,TRUE,TRUE,TRUE,TRUE,442.8364294534612,-216.4182147267306,NA,NA,NA,NA
"M2 invertebrate Echinodermata species richness","Southern Fleurieu","South Coast","Temporal","gaussian","Gaussian (identity link)","nlminb_default",0,"relative convergence (4)","response ~ SamplingDate + (1 | Site)","SamplingDate","Sampling date fitted as a categorical fixed effect; no Date x Status interaction",119,6,9,2,1,109,0.08403361344537816,TRUE,TRUE,TRUE,TRUE,443.20592183705253,-210.60296091852626,NA,NA,NA,NA
