campaignid,sample,date,location,region,depth_m,method,successful_count,successful_length,status,reporting_location,reporting_sanctuary,reporting_name,site,uwa_site_code,year,period,event_number,start_date,start_month,geometry
2024-11_BostonBay_monoBRUVS,BB_S1_R2_2411,2024-11-14,NA,Western Spencer Gulf,12.4,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.903639, -34.745539)"
2024-11_BostonBay_monoBRUVS,BB_S1_R3_2411,2024-11-14,NA,Western Spencer Gulf,13.5,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.899442, -34.749159)"
2024-11_BostonBay_monoBRUVS,BB_S1_R4_2411,2024-11-14,NA,Western Spencer Gulf,13,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.90391, -34.749101)"
2024-11_BostonBay_monoBRUVS,BB_S1_R5_2411,2024-11-14,NA,Western Spencer Gulf,10.6,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.899702, -34.752784)"
2024-11_BostonBay_monoBRUVS,BB_S1_R6_2411,2024-11-14,NA,Western Spencer Gulf,12.2,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.904115, -34.752666)"
2024-11_BostonBay_monoBRUVS,BB_S1_R7_2411,2024-11-14,NA,Western Spencer Gulf,6.8,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.907531, -34.74696)"
2024-11_BostonBay_monoBRUVS,BB_S1_R8_2411,2024-11-14,NA,Western Spencer Gulf,11.7,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.907883, -34.750607)"
2024-11_BostonBay_monoBRUVS,BB_S2_R1_2411,2024-11-14,NA,Western Spencer Gulf,16.2,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.897578, -34.766118)"
2024-11_BostonBay_monoBRUVS,BB_S2_R2_2411,2024-11-14,NA,Western Spencer Gulf,8.6,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.897711, -34.769848)"
2024-11_BostonBay_monoBRUVS,BB_S2_R3_2411,2024-11-14,NA,Western Spencer Gulf,11.8,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.901991, -34.765866)"
2024-11_BostonBay_monoBRUVS,BB_S2_R4_2411,2024-11-14,NA,Western Spencer Gulf,10.2,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.90213, -34.76952)"
2024-11_BostonBay_monoBRUVS,BB_S2_R5_2411,2024-11-14,NA,Western Spencer Gulf,11.2,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.906402, -34.765558)"
2024-11_BostonBay_monoBRUVS,BB_S2_R6_2411,2024-11-14,NA,Western Spencer Gulf,10.8,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.90653, -34.769331)"
2024-11_BostonBay_monoBRUVS,BB_S2_R7_2411,2024-11-14,NA,Western Spencer Gulf,11,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.900302, -34.772778)"
2024-11_BostonBay_monoBRUVS,BB_S2_R8_2411,2024-11-14,NA,Western Spencer Gulf,10.8,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.904726, -34.772667)"
2024-11_BostonBay_monoBRUVS,BB_S3_R1_2411,2024-11-14,NA,Western Spencer Gulf,16.2,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.894928, -34.72514)"
2024-11_BostonBay_monoBRUVS,BB_S3_R2_2411,2024-11-14,NA,Western Spencer Gulf,16.5,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.899362, -34.724529)"
2024-11_BostonBay_monoBRUVS,BB_S3_R3_2411,2024-11-14,NA,Western Spencer Gulf,15.6,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.895475, -34.728724)"
2024-11_BostonBay_monoBRUVS,BB_S3_R4_2411,2024-11-14,NA,Western Spencer Gulf,15.4,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.899869, -34.728209)"
2024-11_BostonBay_monoBRUVS,BB_S3_R5_2411,2024-11-14,NA,Western Spencer Gulf,15.5,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.896081, -34.732358)"
2024-11_BostonBay_monoBRUVS,BB_S3_R6_2411,2024-11-14,NA,Western Spencer Gulf,14.9,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.900408, -34.731879)"
2024-11_BostonBay_monoBRUVS,BB_S3_R7_2411,2024-11-14,NA,Western Spencer Gulf,15,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.903386, -34.725865)"
2024-11_BostonBay_monoBRUVS,BB_S3_R8_2411,2024-11-14,NA,Western Spencer Gulf,12.8,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2024,Pre-bloom,1,2024-11-14,2024-11,"c(135.903937, -34.729508)"
2025-02_Aldinga_BRUVS,ARCI01_2502,2025-02-07,Encounter,Adelaide Metro,18,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4325, -35.2669)"
2025-02_Aldinga_BRUVS,ARCI02_2502,2025-02-07,Encounter,Adelaide Metro,12.7,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.431, -35.2687)"
2025-02_Aldinga_BRUVS,ARCI03_2502,2025-02-07,Encounter,Adelaide Metro,14.9,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4295, -35.2701)"
2025-02_Aldinga_BRUVS,ARCI04_2502,2025-02-07,Encounter,Adelaide Metro,17.4,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4288, -35.2724)"
2025-02_Aldinga_BRUVS,ARCO01_2502,2025-02-06,Encounter,Adelaide Metro,16.6,BRUVs,Yes,No,Fished,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef outside South,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4252, -35.3091)"
2025-02_Aldinga_BRUVS,ARCO02_2502,2025-02-06,Encounter,Adelaide Metro,16,BRUVs,Yes,No,Fished,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef outside South,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.425, -35.3106)"
2025-02_Aldinga_BRUVS,ARCO03_2502,2025-02-06,Encounter,Adelaide Metro,16.5,BRUVs,Yes,No,Fished,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef outside South,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4242, -35.3118)"
2025-02_Aldinga_BRUVS,ARCO04_2502,2025-02-06,Encounter,Adelaide Metro,16.6,BRUVs,Yes,No,Fished,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef outside South,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4236, -35.3136)"
2025-02_Aldinga_BRUVS,ARNI01_2502,2025-02-06,Encounter,Adelaide Metro,13,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4444, -35.2626)"
2025-02_Aldinga_BRUVS,ARNI02_2502,2025-02-06,Encounter,Adelaide Metro,15,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4416, -35.2629)"
2025-02_Aldinga_BRUVS,ARNI03_2502,2025-02-06,Encounter,Adelaide Metro,16,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.44, -35.264)"
2025-02_Aldinga_BRUVS,ARNI04_2502,2025-02-06,Encounter,Adelaide Metro,16,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4378, -35.265)"
2025-02_Aldinga_BRUVS,ARNO01_2502,2025-02-06,Encounter,Adelaide Metro,17.1,BRUVs,Yes,No,Fished,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef outside South,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4257, -35.2883)"
2025-02_Aldinga_BRUVS,ARNO02_2502,2025-02-06,Encounter,Adelaide Metro,17.2,BRUVs,Yes,No,Fished,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef outside South,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4259, -35.2901)"
2025-02_Aldinga_BRUVS,ARNO03_2502,2025-02-06,Encounter,Adelaide Metro,16.9,BRUVs,Yes,No,Fished,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef outside South,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4262, -35.2919)"
2025-02_Aldinga_BRUVS,ARNO04_2502,2025-02-06,Encounter,Adelaide Metro,16.5,BRUVs,Yes,No,Fished,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef outside South,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4264, -35.2937)"
2025-02_Aldinga_BRUVS,ARSI02_2502,2025-02-06,Encounter,Adelaide Metro,16,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4297, -35.2772)"
2025-02_Aldinga_BRUVS,ARSI03_2502,2025-02-06,Encounter,Adelaide Metro,18,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4287, -35.2791)"
2025-02_Aldinga_BRUVS,ARSI04_2502,2025-02-06,Encounter,Adelaide Metro,17,BRUVs,Yes,No,No-take,Aldinga,Aldinga Reef,Aldinga - Aldinga Reef Sanctuary Zone,Aldinga,Aldinga Reef SZ,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.428, -35.2809)"
2025-02_Aldinga_BRUVS,ARSO01_2502,2025-02-07,Encounter,Fleurieu,11.5,BRUVs,Yes,No,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Aldinga,Carrickalinga outside North,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4258, -35.3419)"
2025-02_Aldinga_BRUVS,ARSO02_2502,2025-02-07,Encounter,Fleurieu,12.8,BRUVs,Yes,No,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Aldinga,Carrickalinga outside North,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4273, -35.3383)"
2025-02_Aldinga_BRUVS,ARSO03_2502,2025-02-07,Encounter,Fleurieu,13,BRUVs,Yes,No,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Aldinga,Carrickalinga outside North,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.425, -35.3394)"
2025-02_Aldinga_BRUVS,ARSO04_2502,2025-02-07,Encounter,Fleurieu,15,BRUVs,Yes,No,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Aldinga,Carrickalinga outside North,2025,Pre-bloom,1,2025-02-06,2025-02,"c(138.4236, -35.3372)"
2025-02_OSullivan_BRUVS,ORSC01_2502,2025-02-04,Encounter,Adelaide Metro,12.6,BRUVs,Yes,No,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan rocky reef,2025,Pre-bloom,1,2025-02-04,2025-02,"c(138.4596, -35.136828)"
2025-02_OSullivan_BRUVS,ORSC03_2502,2025-02-04,Encounter,Adelaide Metro,7.4,BRUVs,Yes,No,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan rocky reef,2025,Pre-bloom,1,2025-02-04,2025-02,"c(138.460118, -35.139019)"
2025-02_OSullivan_BRUVS,ORSC04_2502,2025-02-04,Encounter,Adelaide Metro,7.1,BRUVs,Yes,No,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan rocky reef,2025,Pre-bloom,1,2025-02-04,2025-02,"c(138.45805, -35.13942)"
2025-02_OSullivan_BRUVS,PN_I03_2502,2025-02-04,Encounter,Adelaide Metro,8.3,BRUVs,Yes,No,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Pre-bloom,1,2025-02-04,2025-02,"c(138.463734, -35.149578)"
2025-02_OSullivan_BRUVS,PN_I04_2502,2025-02-04,Encounter,Adelaide Metro,12.2,BRUVs,Yes,No,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Pre-bloom,1,2025-02-04,2025-02,"c(138.464355, -35.151826)"
2025-02_OSullivan_BRUVS,PN_I05_2502,2025-02-04,Encounter,Adelaide Metro,7,BRUVs,Yes,No,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Pre-bloom,1,2025-02-04,2025-02,"c(138.464885, -35.15384)"
2025-02_OSullivan_BRUVS,PN_I06_2502,2025-02-04,Encounter,Adelaide Metro,7,BRUVs,Yes,No,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Pre-bloom,1,2025-02-04,2025-02,"c(138.4652, -35.1558)"
2025-02_OSullivan_BRUVS,WB_001_2502,2025-02-04,Encounter,Adelaide Metro,4.6,BRUVs,Yes,No,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,Whitton Bluff,2025,Pre-bloom,1,2025-02-04,2025-02,"c(138.4671, -35.1412)"
2025-02_OSullivan_BRUVS,WB_002_2502,2025-02-04,Encounter,Adelaide Metro,6.5,BRUVs,Yes,No,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,Whitton Bluff,2025,Pre-bloom,1,2025-02-04,2025-02,"c(138.4647, -35.1421)"
2025-05_BostonBay_monoBRUVS,BB_S1_R1_2505,2025-05-22,NA,Western Spencer Gulf,14.2,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2025,Bloom,1,2025-05-22,2025-05,"c(135.89914, -34.74555)"
2025-05_BostonBay_monoBRUVS,BB_S1_R2_2505,2025-05-22,NA,Western Spencer Gulf,13.6,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2025,Bloom,1,2025-05-22,2025-05,"c(135.90361, -34.74553)"
2025-05_BostonBay_monoBRUVS,BB_S1_R3_2505,2025-05-22,NA,Western Spencer Gulf,13.9,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2025,Bloom,1,2025-05-22,2025-05,"c(135.89941, -34.74913)"
2025-05_BostonBay_monoBRUVS,BB_S1_R4_2505,2025-05-22,NA,Western Spencer Gulf,13.5,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2025,Bloom,1,2025-05-22,2025-05,"c(135.9039, -34.74908)"
2025-05_BostonBay_monoBRUVS,BB_S1_R5_2505,2025-05-22,NA,Western Spencer Gulf,11.2,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2025,Bloom,1,2025-05-22,2025-05,"c(135.89964, -34.75275)"
2025-05_BostonBay_monoBRUVS,BB_S1_R6_2505,2025-05-22,NA,Western Spencer Gulf,12.4,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2025,Bloom,1,2025-05-22,2025-05,"c(135.90405, -34.75266)"
2025-05_BostonBay_monoBRUVS,BB_S1_R7_2505,2025-05-22,NA,Western Spencer Gulf,7.1,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2025,Bloom,1,2025-05-22,2025-05,"c(135.89536, -34.74779)"
2025-05_BostonBay_monoBRUVS,BB_S1_R8_2505,2025-05-22,NA,Western Spencer Gulf,12,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay central,2025,Bloom,1,2025-05-22,2025-05,"c(135.89572, -34.75131)"
2025-05_BostonBay_monoBRUVS,BB_S2_R1_2505,2025-05-22,NA,Western Spencer Gulf,10.5,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2025,Bloom,1,2025-05-22,2025-05,"c(135.89754, -34.76601)"
2025-05_BostonBay_monoBRUVS,BB_S2_R2_2505,2025-05-22,NA,Western Spencer Gulf,9.3,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2025,Bloom,1,2025-05-22,2025-05,"c(135.89769, -34.76982)"
2025-05_BostonBay_monoBRUVS,BB_S2_R3_2505,2025-05-22,NA,Western Spencer Gulf,12.2,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2025,Bloom,1,2025-05-22,2025-05,"c(135.90201, -34.76581)"
2025-05_BostonBay_monoBRUVS,BB_S2_R4_2505,2025-05-22,NA,Western Spencer Gulf,11,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2025,Bloom,1,2025-05-22,2025-05,"c(135.90207, -34.76954)"
2025-05_BostonBay_monoBRUVS,BB_S2_R5_2505,2025-05-22,NA,Western Spencer Gulf,12.3,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2025,Bloom,1,2025-05-22,2025-05,"c(135.90634, -34.76557)"
2025-05_BostonBay_monoBRUVS,BB_S2_R6_2505,2025-05-22,NA,Western Spencer Gulf,11.7,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2025,Bloom,1,2025-05-22,2025-05,"c(135.90642, -34.7693)"
2025-05_BostonBay_monoBRUVS,BB_S2_R7_2505,2025-05-22,NA,Western Spencer Gulf,11.6,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2025,Bloom,1,2025-05-22,2025-05,"c(135.90031, -34.77279)"
2025-05_BostonBay_monoBRUVS,BB_S2_R8_2505,2025-05-22,NA,Western Spencer Gulf,11.3,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay South,2025,Bloom,1,2025-05-22,2025-05,"c(135.90462, -34.77271)"
2025-05_BostonBay_monoBRUVS,BB_S3_R1_2505,2025-05-22,NA,Western Spencer Gulf,16.4,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2025,Bloom,1,2025-05-22,2025-05,"c(135.89493, -34.72509)"
2025-05_BostonBay_monoBRUVS,BB_S3_R2_2505,2025-05-22,NA,Western Spencer Gulf,16.5,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2025,Bloom,1,2025-05-22,2025-05,"c(135.89935, -34.7245)"
2025-05_BostonBay_monoBRUVS,BB_S3_R3_2505,2025-05-22,NA,Western Spencer Gulf,15.5,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2025,Bloom,1,2025-05-22,2025-05,"c(135.89552, -34.72869)"
2025-05_BostonBay_monoBRUVS,BB_S3_R4_2505,2025-05-22,NA,Western Spencer Gulf,15.5,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2025,Bloom,1,2025-05-22,2025-05,"c(135.89995, -34.72819)"
2025-05_BostonBay_monoBRUVS,BB_S3_R5_2505,2025-05-22,NA,Western Spencer Gulf,15,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2025,Bloom,1,2025-05-22,2025-05,"c(135.8961, -34.73237)"
2025-05_BostonBay_monoBRUVS,BB_S3_R6_2505,2025-05-22,NA,Western Spencer Gulf,14.7,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2025,Bloom,1,2025-05-22,2025-05,"c(135.90041, -34.73196)"
2025-05_BostonBay_monoBRUVS,BB_S3_R7_2505,2025-05-22,NA,Western Spencer Gulf,15.3,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2025,Bloom,1,2025-05-22,2025-05,"c(135.89128, -34.72741)"
2025-05_BostonBay_monoBRUVS,BB_S3_R8_2505,2025-05-22,NA,Western Spencer Gulf,13.4,BRUVs,Yes,No,Fished,Boston Bay,NA,Boston Bay,Boston Bay,Boston Bay North,2025,Bloom,1,2025-05-22,2025-05,"c(135.89212, -34.73111)"
2025-11_BostonBay_BRUVS,BB_S1_R1_2511,2025-11-11,NA,Western Spencer Gulf,14.1,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay central,2025,Bloom,1,2025-11-11,2025-11,"c(135.89893, -34.74551)"
2025-11_BostonBay_BRUVS,BB_S1_R2_2511,2025-11-11,NA,Western Spencer Gulf,12.9,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay central,2025,Bloom,1,2025-11-11,2025-11,"c(135.90405, -34.74548)"
2025-11_BostonBay_BRUVS,BB_S1_R3_2511,2025-11-11,NA,Western Spencer Gulf,13.6,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay central,2025,Bloom,1,2025-11-11,2025-11,"c(135.89893, -34.74911)"
2025-11_BostonBay_BRUVS,BB_S1_R4_2511,2025-11-11,NA,Western Spencer Gulf,13.5,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay central,2025,Bloom,1,2025-11-11,2025-11,"c(135.90404, -34.7491)"
2025-11_BostonBay_BRUVS,BB_S1_R5_2511,2025-11-11,NA,Western Spencer Gulf,11.8,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay central,2025,Bloom,1,2025-11-11,2025-11,"c(135.89992, -34.75271)"
2025-11_BostonBay_BRUVS,BB_S1_R6_2511,2025-11-11,NA,Western Spencer Gulf,12.4,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay central,2025,Bloom,1,2025-11-11,2025-11,"c(135.90372, -34.75276)"
2025-11_BostonBay_BRUVS,BB_S1_R7_2511,2025-11-11,NA,Western Spencer Gulf,5.1,BRUVs,Yes,Yes,Fished,NA,NA,NA,BostonBay,NA,2025,Bloom,1,2025-11-11,2025-11,"c(135.89497, -34.74784)"
2025-11_BostonBay_BRUVS,BB_S1_R8_2511,2025-11-11,NA,Western Spencer Gulf,11.9,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay central,2025,Bloom,1,2025-11-11,2025-11,"c(135.89603, -34.75133)"
2025-11_BostonBay_BRUVS,BB_S2_R1_2511,2025-11-11,NA,Western Spencer Gulf,10.5,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay South,2025,Bloom,1,2025-11-11,2025-11,"c(135.89807, -34.76606)"
2025-11_BostonBay_BRUVS,BB_S2_R2_2511,2025-11-11,NA,Western Spencer Gulf,9.8,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay South,2025,Bloom,1,2025-11-11,2025-11,"c(135.89803, -34.76984)"
2025-11_BostonBay_BRUVS,BB_S2_R3_2511,2025-11-11,NA,Western Spencer Gulf,12.2,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay South,2025,Bloom,1,2025-11-11,2025-11,"c(135.90196, -34.7659)"
2025-11_BostonBay_BRUVS,BB_S2_R4_2511,2025-11-11,NA,Western Spencer Gulf,11,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay South,2025,Bloom,1,2025-11-11,2025-11,"c(135.90207, -34.76938)"
2025-11_BostonBay_BRUVS,BB_S2_R5_2511,2025-11-11,NA,Western Spencer Gulf,11.7,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay South,2025,Bloom,1,2025-11-11,2025-11,"c(135.90591, -34.7657)"
