campaignid,sample,date,location,region,depth_m,method,successful_count,successful_length,status,reporting_location,reporting_sanctuary,reporting_name,site,uwa_site_code,year,period,event_number,start_date,start_month,geometry
2025-11_BostonBay_BRUVS,BB_S2_R6_2511,2025-11-11,NA,Western Spencer Gulf,11.2,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay South,2025,Bloom,1,2025-11-11,2025-11,"c(135.90685, -34.76935)"
2025-11_BostonBay_BRUVS,BB_S2_R7_2511,2025-11-11,NA,Western Spencer Gulf,11.1,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay South,2025,Bloom,1,2025-11-11,2025-11,"c(135.89999, -34.77284)"
2025-11_BostonBay_BRUVS,BB_S2_R8_2511,2025-11-11,NA,Western Spencer Gulf,11,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay South,2025,Bloom,1,2025-11-11,2025-11,"c(135.90497, -34.77274)"
2025-11_BostonBay_BRUVS,BB_S3_R1_2511,2025-11-11,NA,Western Spencer Gulf,16.2,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay North,2025,Bloom,1,2025-11-11,2025-11,"c(135.89505, -34.72502)"
2025-11_BostonBay_BRUVS,BB_S3_R2_2511,2025-11-11,NA,Western Spencer Gulf,16.6,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay North,2025,Bloom,1,2025-11-11,2025-11,"c(135.89923, -34.72438)"
2025-11_BostonBay_BRUVS,BB_S3_R3_2511,2025-11-11,NA,Western Spencer Gulf,15.6,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay North,2025,Bloom,1,2025-11-11,2025-11,"c(135.89503, -34.7286)"
2025-11_BostonBay_BRUVS,BB_S3_R4_2511,2025-11-11,NA,Western Spencer Gulf,15.5,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay North,2025,Bloom,1,2025-11-11,2025-11,"c(135.9001, -34.72824)"
2025-11_BostonBay_BRUVS,BB_S3_R5_2511,2025-11-11,NA,Western Spencer Gulf,15.6,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay North,2025,Bloom,1,2025-11-11,2025-11,"c(135.89603, -34.73241)"
2025-11_BostonBay_BRUVS,BB_S3_R6_2511,2025-11-11,NA,Western Spencer Gulf,14.8,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay North,2025,Bloom,1,2025-11-11,2025-11,"c(135.90018, -34.73195)"
2025-11_BostonBay_BRUVS,BB_S3_R7_2511,2025-11-11,NA,Western Spencer Gulf,14.3,BRUVs,Yes,Yes,Fished,NA,NA,NA,BostonBay,NA,2025,Bloom,1,2025-11-11,2025-11,"c(135.89096, -34.72748)"
2025-11_BostonBay_BRUVS,BB_S3_R8_2511,2025-11-11,NA,Western Spencer Gulf,13.1,BRUVs,Yes,Yes,Fished,Boston Bay,NA,Boston Bay,BostonBay,Boston Bay North,2025,Bloom,1,2025-11-11,2025-11,"c(135.89207, -34.73114)"
2026-03_BayofShoals_BRUVS,BSCI01_2603,2026-03-24,Encounter,Kangaroo Island,3.3,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ central,2026,Bloom,1,2026-03-24,2026-03,"c(137.60239, -35.60977)"
2026-03_BayofShoals_BRUVS,BSCI02_2603,2026-03-24,Encounter,Kangaroo Island,2.8,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ central,2026,Bloom,1,2026-03-24,2026-03,"c(137.60069, -35.61122)"
2026-03_BayofShoals_BRUVS,BSCI03_2603,2026-03-24,Encounter,Kangaroo Island,2.7,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ central,2026,Bloom,1,2026-03-24,2026-03,"c(137.59919, -35.61251)"
2026-03_BayofShoals_BRUVS,BSCI04_2603,2026-03-24,Encounter,Kangaroo Island,2.3,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ central,2026,Bloom,1,2026-03-24,2026-03,"c(137.59729, -35.6139)"
2026-03_BayofShoals_BRUVS,BSCO01_2603,2026-03-24,Encounter,Kangaroo Island,4.9,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals outside central,2026,Bloom,1,2026-03-24,2026-03,"c(137.66556, -35.64387)"
2026-03_BayofShoals_BRUVS,BSCO02_2603,2026-03-24,Encounter,Kangaroo Island,4.8,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals outside central,2026,Bloom,1,2026-03-24,2026-03,"c(137.66299, -35.64339)"
2026-03_BayofShoals_BRUVS,BSCO03_2603,2026-03-24,Encounter,Kangaroo Island,5,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals outside central,2026,Bloom,1,2026-03-24,2026-03,"c(137.6613, -35.64499)"
2026-03_BayofShoals_BRUVS,BSCO04_2603,2026-03-24,Encounter,Kangaroo Island,5.4,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals outside central,2026,Bloom,1,2026-03-24,2026-03,"c(137.6599, -35.64717)"
2026-03_BayofShoals_BRUVS,BSEI01_2603,2026-03-24,Encounter,Kangaroo Island,2.8,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ East,2026,Bloom,1,2026-03-24,2026-03,"c(137.6194, -35.61471)"
2026-03_BayofShoals_BRUVS,BSEI02_2603,2026-03-24,Encounter,Kangaroo Island,2.9,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ East,2026,Bloom,1,2026-03-24,2026-03,"c(137.61834, -35.61302)"
2026-03_BayofShoals_BRUVS,BSEI03_2603,2026-03-24,Encounter,Kangaroo Island,3,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ East,2026,Bloom,1,2026-03-24,2026-03,"c(137.61729, -35.61142)"
2026-03_BayofShoals_BRUVS,BSEI04_2603,2026-03-24,Encounter,Kangaroo Island,3.3,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ East,2026,Bloom,1,2026-03-24,2026-03,"c(137.6155, -35.60979)"
2026-03_BayofShoals_BRUVS,BSEO01_2603,2026-03-24,Encounter,Kangaroo Island,5.4,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals outside East,2026,Bloom,1,2026-03-24,2026-03,"c(137.67293, -35.65842)"
2026-03_BayofShoals_BRUVS,BSEO02_2603,2026-03-24,Encounter,Kangaroo Island,5.4,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals outside East,2026,Bloom,1,2026-03-24,2026-03,"c(137.67261, -35.65643)"
2026-03_BayofShoals_BRUVS,BSEO03_2603,2026-03-24,Encounter,Kangaroo Island,5.4,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals outside East,2026,Bloom,1,2026-03-24,2026-03,"c(137.6732, -35.65441)"
2026-03_BayofShoals_BRUVS,BSEO04_2603,2026-03-24,Encounter,Kangaroo Island,5,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals outside East,2026,Bloom,1,2026-03-24,2026-03,"c(137.67361, -35.65239)"
2026-03_BayofShoals_BRUVS,BSWI01_2603,2026-03-24,Encounter,Kangaroo Island,2.4,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ South,2026,Bloom,1,2026-03-24,2026-03,"c(137.59201, -35.62605)"
2026-03_BayofShoals_BRUVS,BSWI02_2603,2026-03-24,Encounter,Kangaroo Island,2.3,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ South,2026,Bloom,1,2026-03-24,2026-03,"c(137.59228, -35.62834)"
2026-03_BayofShoals_BRUVS,BSWI03_2603,2026-03-24,Encounter,Kangaroo Island,2.6,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ South,2026,Bloom,1,2026-03-24,2026-03,"c(137.59237, -35.6304)"
2026-03_BayofShoals_BRUVS,BSWI04_2603,2026-03-24,Encounter,Kangaroo Island,2.6,BRUVs,Yes,Yes,No-take,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals SZ South,2026,Bloom,1,2026-03-24,2026-03,"c(137.59252, -35.63258)"
2026-03_BayofShoals_BRUVS,BSWO01_2603,2026-03-24,Encounter,Kangaroo Island,2.7,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals oustide West,2026,Bloom,1,2026-03-24,2026-03,"c(137.64279, -35.63536)"
2026-03_BayofShoals_BRUVS,BSWO02_2603,2026-03-24,Encounter,Kangaroo Island,2.3,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals oustide West,2026,Bloom,1,2026-03-24,2026-03,"c(137.64409, -35.63749)"
2026-03_BayofShoals_BRUVS,BSWO03_2603,2026-03-24,Encounter,Kangaroo Island,2.5,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals oustide West,2026,Bloom,1,2026-03-24,2026-03,"c(137.64443, -35.63925)"
2026-03_BayofShoals_BRUVS,BSWO04_2603,2026-03-24,Encounter,Kangaroo Island,3.2,BRUVs,Yes,Yes,Fished,Bay of Shoals,Bay of Shoals,Bay of Shoals - Bay of Shoals Sanctuary Zone,Bay of Shoals,Bay of Shoals oustide West,2026,Bloom,1,2026-03-24,2026-03,"c(137.64538, -35.64124)"
2026-03_PagesIslands_BRUVS,PIEI01_2603,2026-03-01,Encounter,South Coast,20.9,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ East,2026,Bloom,1,2026-03-01,2026-03,"c(138.3046, -35.7575)"
2026-03_PagesIslands_BRUVS,PIEI02_2603,2026-03-01,Encounter,South Coast,21.9,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ East,2026,Bloom,1,2026-03-01,2026-03,"c(138.3065, -35.7589)"
2026-03_PagesIslands_BRUVS,PIEI03_2603,2026-03-01,Encounter,South Coast,19.9,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ East,2026,Bloom,1,2026-03-01,2026-03,"c(138.3056, -35.7607)"
2026-03_PagesIslands_BRUVS,PIEI04_2603,2026-03-01,Encounter,South Coast,17.9,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ East,2026,Bloom,1,2026-03-01,2026-03,"c(138.3031, -35.7616)"
2026-03_PagesIslands_BRUVS,PIEO01_2603,2026-03-01,Encounter,South Coast,16.3,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside East,2026,Bloom,1,2026-03-01,2026-03,"c(138.2924, -35.7824)"
2026-03_PagesIslands_BRUVS,PIEO02_2603,2026-03-01,Encounter,South Coast,16,BRUVs,Yes,No,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside East,2026,Bloom,1,2026-03-01,2026-03,"c(138.2919, -35.7805)"
2026-03_PagesIslands_BRUVS,PIEO03_2603,2026-03-01,Encounter,South Coast,15.2,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside East,2026,Bloom,1,2026-03-01,2026-03,"c(138.2932, -35.779)"
2026-03_PagesIslands_BRUVS,PIEO04_2603,2026-03-01,Encounter,South Coast,14.4,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside East,2026,Bloom,1,2026-03-01,2026-03,"c(138.2948, -35.7774)"
2026-03_PagesIslands_BRUVS,PINI01_2603,2026-03-01,Encounter,South Coast,20.3,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ North,2026,Bloom,1,2026-03-01,2026-03,"c(138.3124, -35.7276)"
2026-03_PagesIslands_BRUVS,PINI02_2603,2026-03-01,Encounter,South Coast,26.5,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ North,2026,Bloom,1,2026-03-01,2026-03,"c(138.3124, -35.73)"
2026-03_PagesIslands_BRUVS,PINI03_2603,2026-03-01,Encounter,South Coast,26.2,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ North,2026,Bloom,1,2026-03-01,2026-03,"c(138.313, -35.7325)"
2026-03_PagesIslands_BRUVS,PINI04_2603,2026-03-01,Encounter,South Coast,25.3,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ North,2026,Bloom,1,2026-03-01,2026-03,"c(138.3128, -35.7351)"
2026-03_PagesIslands_BRUVS,PINO01_2603,2026-03-01,Encounter,South Coast,26.7,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside North,2026,Bloom,1,2026-03-01,2026-03,"c(138.3107, -35.7092)"
2026-03_PagesIslands_BRUVS,PINO02_2603,2026-03-01,Encounter,South Coast,26.7,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside North,2026,Bloom,1,2026-03-01,2026-03,"c(138.3133, -35.7121)"
2026-03_PagesIslands_BRUVS,PINO03_2603,2026-03-01,Encounter,South Coast,26.7,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside North,2026,Bloom,1,2026-03-01,2026-03,"c(138.3113, -35.7146)"
2026-03_PagesIslands_BRUVS,PINO04_2603,2026-03-01,Encounter,South Coast,26.4,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside North,2026,Bloom,1,2026-03-01,2026-03,"c(138.3078, -35.7134)"
2026-03_PagesIslands_BRUVS,PIWI01_2603,2026-03-01,Encounter,South Coast,18.4,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ West,2026,Bloom,1,2026-03-01,2026-03,"c(138.2981, -35.7612)"
2026-03_PagesIslands_BRUVS,PIWI02_2603,2026-03-01,Encounter,South Coast,13.2,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ West,2026,Bloom,1,2026-03-01,2026-03,"c(138.2974, -35.7596)"
2026-03_PagesIslands_BRUVS,PIWI03_2603,2026-03-01,Encounter,South Coast,14.2,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ West,2026,Bloom,1,2026-03-01,2026-03,"c(138.2969, -35.7581)"
2026-03_PagesIslands_BRUVS,PIWI04_2603,2026-03-01,Encounter,South Coast,17.7,BRUVs,Yes,Yes,No-take,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages SZ West,2026,Bloom,1,2026-03-01,2026-03,"c(138.2982, -35.757)"
2026-03_PagesIslands_BRUVS,PIWO01_2603,2026-03-01,Encounter,South Coast,16.8,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside West,2026,Bloom,1,2026-03-01,2026-03,"c(138.2917, -35.774)"
2026-03_PagesIslands_BRUVS,PIWO02_2603,2026-03-01,Encounter,South Coast,16.2,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside West,2026,Bloom,1,2026-03-01,2026-03,"c(138.2896, -35.7748)"
2026-03_PagesIslands_BRUVS,PIWO03_2603,2026-03-01,Encounter,South Coast,16.8,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside West,2026,Bloom,1,2026-03-01,2026-03,"c(138.2885, -35.7764)"
2026-03_PagesIslands_BRUVS,PIWO04_2603,2026-03-01,Encounter,South Coast,19.5,BRUVs,Yes,Yes,Fished,The Pages,The Pages,The Pages - The Pages Sanctuary Zone,Pages Islands,The Pages outside West,2026,Bloom,1,2026-03-01,2026-03,"c(138.2887, -35.7787)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCI01_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,3,BRUVs,Yes,No,No-take,NA,NA,NA,CLCI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.084557, -34.186066)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCI02_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,3,BRUVs,Yes,No,No-take,NA,NA,NA,CLCI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.082125, -34.18628)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCI03_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,3,BRUVs,Yes,No,No-take,NA,NA,NA,CLCI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.088056, -34.185656)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCI04_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,3.7,BRUVs,Yes,No,No-take,NA,NA,NA,CLCI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.090956, -34.18557)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCI05_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,3.2,BRUVs,Yes,No,No-take,NA,NA,NA,CLCI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.093508, -34.185617)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCI06_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,2.6,BRUVs,Yes,No,No-take,NA,NA,NA,CLCI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.096492, -34.185606)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCO01_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,3.5,BRUVs,Yes,No,Fished,NA,NA,NA,CLCO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.080171, -34.215713)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCO02_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,3.5,BRUVs,Yes,No,Fished,NA,NA,NA,CLCO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.083182, -34.215743)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCO03_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,2.6,BRUVs,Yes,No,Fished,NA,NA,NA,CLCO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.089067, -34.215623)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCO04_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,2.8,BRUVs,Yes,No,Fished,NA,NA,NA,CLCO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.091458, -34.215585)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCO05_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,2.9,BRUVs,Yes,No,Fished,NA,NA,NA,CLCO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.094507, -34.21546)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLCO06_1501,2015-01-24,Upper Gulf St Vincent,Upper Gulf St Vincent,3.4,BRUVs,Yes,No,Fished,NA,NA,NA,CLCO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.097289, -34.215415)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWI01_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2,BRUVs,Yes,No,No-take,NA,NA,NA,CLWI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.059712, -34.187534)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWI02_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2,BRUVs,Yes,No,No-take,NA,NA,NA,CLWI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.061053, -34.185799)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWI03_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2,BRUVs,Yes,No,No-take,NA,NA,NA,CLWI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.063983, -34.186288)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWI04_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2.3,BRUVs,Yes,No,No-take,NA,NA,NA,CLWI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.062301, -34.188917)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWI05_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2.1,BRUVs,Yes,No,No-take,NA,NA,NA,CLWI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.066867, -34.187911)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWI06_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2.2,BRUVs,Yes,No,No-take,NA,NA,NA,CLWI,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.066558, -34.190422)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWO01_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,1.9,BRUVs,Yes,No,Fished,NA,NA,NA,CLWO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.050135, -34.218457)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWO02_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2,BRUVs,Yes,No,Fished,NA,NA,NA,CLWO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.051778, -34.215685)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWO03_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2.1,BRUVs,Yes,No,Fished,NA,NA,NA,CLWO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.052703, -34.212631)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWO04_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2.7,BRUVs,Yes,No,Fished,NA,NA,NA,CLWO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.055276, -34.213069)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWO05_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2.5,BRUVs,Yes,No,Fished,NA,NA,NA,CLWO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.054443, -34.214712)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,CLWO06_1501,2015-01-19,Upper Gulf St Vincent,Upper Gulf St Vincent,2.8,BRUVs,Yes,No,Fished,NA,NA,NA,CLWO,NA,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.057751, -34.214528)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,MSCO01_1501,2015-01-07,Upper Gulf St Vincent,Upper Gulf St Vincent,7.3,BRUVs,Yes,No,Fished,Middle/Long Spit,Middle Spit,Middle/Long Spit - Middle Spit Sanctuary Zone,MSCO,Middle Spit outside South,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.151288, -34.417468)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,MSCO01_1601,2016-01-11,Upper Gulf St Vincent,Upper Gulf St Vincent,8.4,BRUVs,Yes,No,Fished,Middle/Long Spit,Middle Spit,Middle/Long Spit - Middle Spit Sanctuary Zone,MSCO,Middle Spit outside South,2016,Pre-bloom,2,2016-01-10,2016-01,"c(138.151263, -34.417757)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,MSCO02_1501,2015-01-07,Upper Gulf St Vincent,Upper Gulf St Vincent,7.4,BRUVs,Yes,No,Fished,Middle/Long Spit,Middle Spit,Middle/Long Spit - Middle Spit Sanctuary Zone,MSCO,Middle Spit outside South,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.151748, -34.420194)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,MSCO02_1601,2016-01-11,Upper Gulf St Vincent,Upper Gulf St Vincent,8.5,BRUVs,Yes,No,Fished,Middle/Long Spit,Middle Spit,Middle/Long Spit - Middle Spit Sanctuary Zone,MSCO,Middle Spit outside South,2016,Pre-bloom,2,2016-01-10,2016-01,"c(138.151831, -34.420509)"
2015-16_SA_MPA_UpperGSV_StereoBRUVS,MSCO03_1501,2015-01-07,Upper Gulf St Vincent,Upper Gulf St Vincent,7.7,BRUVs,Yes,No,Fished,Middle/Long Spit,Middle Spit,Middle/Long Spit - Middle Spit Sanctuary Zone,MSCO,Middle Spit outside South,2015,Pre-bloom,1,2015-01-07,2015-01,"c(138.150781, -34.422788)"
