spatial_level,spatial_group,metric_group,metric,comparison_type,comparison_period,pre_bloom_mean_fished,pre_bloom_mean_no_take,pre_bloom_mean_overall,comparison_mean_fished,comparison_mean_no_take,comparison_mean_overall,change_fished,change_no_take,change_overall
region,Fleurieu,simpson_diversity,M1 fish Simpson diversity,period_split,Bloom 2026-05,3.0294373137176063,NA,3.50158073175495,2.2906969314042005,NA,2.2906969314042005,-24.385399195035745,NA,-34.581061900688184
region,Fleurieu,simpson_diversity,M2 fish Simpson diversity,period,Bloom,1.1750550816455423,1.1207736313272918,1.1518787320714579,0.5471904995124809,0.594576012223071,0.5618047230587377,-53.432778764192264,-46.94950027340168,-51.227094709142904
region,Fleurieu,simpson_diversity,M2 fish Simpson diversity,period_split,Bloom 2026-01,1.1750550816455423,1.1207736313272918,1.1518787320714579,0.5327894912105439,0.594576012223071,0.5525851726999943,-54.65833904020672,-46.94950027340168,-52.02748715515704
region,Fleurieu,simpson_diversity,M2 fish Simpson diversity,period_split,Bloom 2026-05,1.1750550816455423,NA,1.1518787320714579,0.79920814479638,NA,0.79920814479638,-31.985473933939147,NA,-30.616989224278825
region,Fleurieu,simpson_diversity,M2 invertebrate Simpson diversity,period,Bloom,3.608123608976065,3.3419063587754643,3.494409391268959,3.548168780673825,3.1224465897698797,3.4141451279818424,-1.6616622599372164,-6.566903600674152,-2.2969335959221837
region,Fleurieu,simpson_diversity,M2 invertebrate Simpson diversity,period_split,Bloom 2026-01,3.608123608976065,3.3419063587754643,3.494409391268959,3.5766645310387593,3.1224465897698797,3.4281702040854714,-0.8718957925677415,-6.566903600674152,-1.8955760406605862
region,Fleurieu,simpson_diversity,M2 invertebrate Simpson diversity,period_split,Bloom 2026-05,3.608123608976065,NA,3.494409391268959,3.0494931492874846,NA,3.0494931492874846,-15.48257543890277,NA,-12.732230032724004
region,Fleurieu,species_richness,M1 fish species richness,period,Bloom,9.329004329004329,10.738439306358382,9.932549504950495,5.412162162162162,6.867647058823529,5.87037037037037,-41.98563993227567,-36.046134238919635,-40.89764800623937
region,Fleurieu,species_richness,M1 fish species richness,period_split,Bloom 2026-01,9.329004329004329,10.738439306358382,9.932549504950495,5.557142857142857,6.867647058823529,5.985576923076923,-40.43155452436194,-36.046134238919635,-39.73775897020555
region,Fleurieu,species_richness,M1 fish species richness,period_split,Bloom 2026-05,9.329004329004329,NA,9.932549504950495,2.875,NA,2.875,-69.18213457076567,NA,-71.05476294311882
