dataset,dataset_label,location,ordination,id,site_name,status,period,sampling_event,sampling_event_start_date,survey_date,axis1,axis2
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_period,Aldinga Reef outside North_2014-09_GSVwinter.BRUVS_monoBRUVS_1,Aldinga Reef outside North,Fished,Pre-bloom,2014-09_GSVwinter.BRUVS_monoBRUVS_1,2014-09-03,2014-09-03,0.6097721182718147,2.350888461447823
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_period,Aldinga Reef outside North_2016-02_GSVsummer.BRUVS_MonoBRUVS_1,Aldinga Reef outside North,Fished,Pre-bloom,2016-02_GSVsummer.BRUVS_MonoBRUVS_1,2016-02-12,2016-02-12,0.09508918086586664,1.2541579955000919
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_period,Aldinga Reef outside North_2026-02_Aldinga_BRUVS_1,Aldinga Reef outside North,Fished,Bloom,2026-02_Aldinga_BRUVS_1,2026-02-21,2026-02-21,3.6995375717826438,-0.08197751219971486
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_period,Aldinga Reef outside South_2014-09_GSVwinter.BRUVS_monoBRUVS_1,Aldinga Reef outside South,Fished,Pre-bloom,2014-09_GSVwinter.BRUVS_monoBRUVS_1,2014-09-03,2014-09-03,-1.0467429063053786,0.3154645798059821
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_period,Aldinga Reef outside South_2015-201706_SA_MPA_StereoBRUVS_2,Aldinga Reef outside South,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_2,2015-12-10,2015-12-10,0.22176432461142245,2.2637352742257044
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_period,Aldinga Reef outside South_2016-02_GSVsummer.BRUVS_MonoBRUVS_1,Aldinga Reef outside South,Fished,Pre-bloom,2016-02_GSVsummer.BRUVS_MonoBRUVS_1,2016-02-12,2016-02-12,-1.909849719535936,-0.7609981900320687
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_period,Aldinga Reef outside South_2019-12_Aldinga_BRUVS_1,Aldinga Reef outside South,Fished,Pre-bloom,2019-12_Aldinga_BRUVS_1,2019-12-07,2019-12-07,-1.0354580119636887,-1.051159194807968
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_period,Aldinga Reef outside South_2025-02_Aldinga_BRUVS_1,Aldinga Reef outside South,Fished,Pre-bloom,2025-02_Aldinga_BRUVS_1,2025-02-06,2025-02-06,1.506454753212015,2.2980008749557075
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_period,Aldinga Reef outside South_2026-02_Aldinga_BRUVS_1,Aldinga Reef outside South,Fished,Bloom,2026-02_Aldinga_BRUVS_1,2026-02-21,2026-02-21,3.653859189879038,1.2284949332058968
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef SZ_2014-09_GSVwinter.BRUVS_monoBRUVS_1,Aldinga Reef SZ,No-take,Pre-bloom,2014-09_GSVwinter.BRUVS_monoBRUVS_1,2014-09-03,2014-09-03,-1.419810075016529,-0.06706525860850446
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef SZ_2015-201706_SA_MPA_StereoBRUVS_2,Aldinga Reef SZ,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_2,2015-12-10,2015-12-10,-1.5013335540789083,-0.554041432384818
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef SZ_2016-02_GSVsummer.BRUVS_MonoBRUVS_1,Aldinga Reef SZ,No-take,Pre-bloom,2016-02_GSVsummer.BRUVS_MonoBRUVS_1,2016-02-12,2016-02-12,-3.005463893710351,1.347937563463969
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef SZ_2016-11_GSV_monoBRUVs_1,Aldinga Reef SZ,No-take,Pre-bloom,2016-11_GSV_monoBRUVs_1,2016-11-19,2016-11-19,-1.1687077053284392,-0.0317249241028022
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef SZ_2019-12_Aldinga_BRUVS_1,Aldinga Reef SZ,No-take,Pre-bloom,2019-12_Aldinga_BRUVS_1,2019-12-07,2019-12-07,-2.0352568057522045,0.6904296397643943
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef SZ_2020-11_Aldinga_BRUVS_1,Aldinga Reef SZ,No-take,Pre-bloom,2020-11_Aldinga_BRUVS_1,2020-11-26,2020-11-26,-1.3364441882368843,0.9370714041053169
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef SZ_2021-11_Aldinga_BRUVS_1,Aldinga Reef SZ,No-take,Pre-bloom,2021-11_Aldinga_BRUVS_1,2021-11-22,2021-11-22,-1.4593106218908183,0.7405398611006465
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef SZ_2025-02_Aldinga_BRUVS_1,Aldinga Reef SZ,No-take,Pre-bloom,2025-02_Aldinga_BRUVS_1,2025-02-06,2025-02-06,-0.03984788832634796,-1.2836365421421145
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef SZ_2026-02_Aldinga_BRUVS_1,Aldinga Reef SZ,No-take,Bloom,2026-02_Aldinga_BRUVS_1,2026-02-21,2026-02-21,-0.39153002611064874,-1.7795103111960882
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef outside North_2014-09_GSVwinter.BRUVS_monoBRUVS_1,Aldinga Reef outside North,Fished,Pre-bloom,2014-09_GSVwinter.BRUVS_monoBRUVS_1,2014-09-03,2014-09-03,2.304786607848284,-0.3041647766359858
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef outside North_2016-02_GSVsummer.BRUVS_MonoBRUVS_1,Aldinga Reef outside North,Fished,Pre-bloom,2016-02_GSVsummer.BRUVS_MonoBRUVS_1,2016-02-12,2016-02-12,1.2599922278405329,0.08066752075772848
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef outside North_2026-02_Aldinga_BRUVS_1,Aldinga Reef outside North,Fished,Bloom,2026-02_Aldinga_BRUVS_1,2026-02-21,2026-02-21,2.153177481831794,-1.420908476272399
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef outside South_2014-09_GSVwinter.BRUVS_monoBRUVS_1,Aldinga Reef outside South,Fished,Pre-bloom,2014-09_GSVwinter.BRUVS_monoBRUVS_1,2014-09-03,2014-09-03,0.959866097834943,1.7123634404229013
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef outside South_2015-201706_SA_MPA_StereoBRUVS_2,Aldinga Reef outside South,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_2,2015-12-10,2015-12-10,1.5933997451550947,-0.744547364207547
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef outside South_2016-02_GSVsummer.BRUVS_MonoBRUVS_1,Aldinga Reef outside South,Fished,Pre-bloom,2016-02_GSVsummer.BRUVS_MonoBRUVS_1,2016-02-12,2016-02-12,-0.0949830043431362,2.4797205444181447
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef outside South_2019-12_Aldinga_BRUVS_1,Aldinga Reef outside South,Fished,Pre-bloom,2019-12_Aldinga_BRUVS_1,2019-12-07,2019-12-07,-0.15896841420122787,2.180483669365041
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef outside South_2025-02_Aldinga_BRUVS_1,Aldinga Reef outside South,Fished,Pre-bloom,2025-02_Aldinga_BRUVS_1,2025-02-06,2025-02-06,1.9016012762639598,-1.4232315323460745
BRUV,BRUVs,Aldinga - Aldinga Reef Sanctuary Zone,cap_status,Aldinga Reef outside South_2026-02_Aldinga_BRUVS_1,Aldinga Reef outside South,Fished,Bloom,2026-02_Aldinga_BRUVS_1,2026-02-21,2026-02-21,2.438832740220886,-2.5603830255018094
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ East_2015-201706_SA_MPA_StereoBRUVS_5,Bay of Shoals SZ East,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_5,2016-05-24,2016-05-24,1.0962374477089427,1.0915485631997321
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ East_2015-201706_SA_MPA_StereoBRUVS_10,Bay of Shoals SZ East,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_10,2017-04-05,2017-04-05,-0.6026937217943663,-0.5628987838292704
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ East_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,Bay of Shoals SZ East,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,2018-03-28,2018-03-28,-1.1553797008899316,-1.408834353564089
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ East_2026-03_BayofShoals_BRUVS_1,Bay of Shoals SZ East,No-take,Bloom,2026-03_BayofShoals_BRUVS_1,2026-03-24,2026-03-24,-1.2036647123970543,-0.036794897741790566
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ South_2015-201706_SA_MPA_StereoBRUVS_10,Bay of Shoals SZ South,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_10,2017-04-05,2017-04-05,0.19765180710350747,-0.6060125020104156
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ South_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,Bay of Shoals SZ South,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,2018-03-28,2018-03-28,-0.2860643820421863,-1.398884393181782
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ South_2026-03_BayofShoals_BRUVS_1,Bay of Shoals SZ South,No-take,Bloom,2026-03_BayofShoals_BRUVS_1,2026-03-24,2026-03-24,-0.8018069973523548,-0.10880883742180888
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ central_2015-201706_SA_MPA_StereoBRUVS_5,Bay of Shoals SZ central,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_5,2016-05-24,2016-05-24,0.9056905063849051,0.5648198968243873
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ central_2015-201706_SA_MPA_StereoBRUVS_10,Bay of Shoals SZ central,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_10,2017-04-05,2017-04-05,0.487592104132849,-0.472865790266617
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ central_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,Bay of Shoals SZ central,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,2018-03-28,2018-03-28,-0.3578467567444944,-1.905889002795838
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals SZ central_2026-03_BayofShoals_BRUVS_1,Bay of Shoals SZ central,No-take,Bloom,2026-03_BayofShoals_BRUVS_1,2026-03-24,2026-03-24,-1.6856981778878535,-0.23684554822138143
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals oustide West_2015-201706_SA_MPA_StereoBRUVS_5,Bay of Shoals oustide West,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_5,2016-05-24,2016-05-24,0.8087970506481752,0.25459338025349426
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals oustide West_2015-201706_SA_MPA_StereoBRUVS_10,Bay of Shoals oustide West,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_10,2017-04-05,2017-04-05,0.7298360340626547,0.3535211560507219
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals oustide West_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,Bay of Shoals oustide West,Fished,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,2018-03-28,2018-03-28,-0.09313298494666654,0.9079632109926783
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals oustide West_2026-03_BayofShoals_BRUVS_1,Bay of Shoals oustide West,Fished,Bloom,2026-03_BayofShoals_BRUVS_1,2026-03-24,2026-03-24,-1.0045849383209704,0.47015135901597815
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals outside East_2015-201706_SA_MPA_StereoBRUVS_5,Bay of Shoals outside East,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_5,2016-05-24,2016-05-24,0.8987158018229604,-1.0809901040648806
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals outside East_2015-201706_SA_MPA_StereoBRUVS_10,Bay of Shoals outside East,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_10,2017-04-05,2017-04-05,0.567350623656374,0.365145886578812
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals outside East_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,Bay of Shoals outside East,Fished,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,2018-03-28,2018-03-28,0.21410579570576,0.6248185757563913
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals outside East_2026-03_BayofShoals_BRUVS_1,Bay of Shoals outside East,Fished,Bloom,2026-03_BayofShoals_BRUVS_1,2026-03-24,2026-03-24,-1.4523611909242349,1.7146875071113752
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals outside central_2015-201706_SA_MPA_StereoBRUVS_5,Bay of Shoals outside central,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_5,2016-05-24,2016-05-24,1.655337010071238,-0.29490000506448116
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals outside central_2015-201706_SA_MPA_StereoBRUVS_10,Bay of Shoals outside central,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_10,2017-04-05,2017-04-05,1.3691503414302855,0.30560091308869525
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals outside central_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,Bay of Shoals outside central,Fished,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,2018-03-28,2018-03-28,0.7655954401911361,-0.06386227854251827
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,pco,Bay of Shoals outside central_2026-03_BayofShoals_BRUVS_1,Bay of Shoals outside central,Fished,Bloom,2026-03_BayofShoals_BRUVS_1,2026-03-24,2026-03-24,-1.0528263996186822,1.5247360478326015
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ East_2015-201706_SA_MPA_StereoBRUVS_5,Bay of Shoals SZ East,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_5,2016-05-24,2016-05-24,-0.6108187948669646,-1.0437024910785915
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ East_2015-201706_SA_MPA_StereoBRUVS_10,Bay of Shoals SZ East,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_10,2017-04-05,2017-04-05,-0.07629036104981238,0.6638966833572595
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ East_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,Bay of Shoals SZ East,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,2018-03-28,2018-03-28,-0.09837798922602208,1.5098851501205566
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ East_2026-03_BayofShoals_BRUVS_1,Bay of Shoals SZ East,No-take,Bloom,2026-03_BayofShoals_BRUVS_1,2026-03-24,2026-03-24,0.9304565143433539,0.3896755404406159
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ South_2015-201706_SA_MPA_StereoBRUVS_10,Bay of Shoals SZ South,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_10,2017-04-05,2017-04-05,-0.4633854086925167,0.37693321508733496
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ South_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,Bay of Shoals SZ South,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,2018-03-28,2018-03-28,-0.3362909625575,1.037467370041459
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ South_2026-03_BayofShoals_BRUVS_1,Bay of Shoals SZ South,No-take,Bloom,2026-03_BayofShoals_BRUVS_1,2026-03-24,2026-03-24,0.90746323954498,0.22276701571732202
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ central_2015-201706_SA_MPA_StereoBRUVS_5,Bay of Shoals SZ central,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_5,2016-05-24,2016-05-24,-0.5094358465108434,-0.6614246762263865
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ central_2015-201706_SA_MPA_StereoBRUVS_10,Bay of Shoals SZ central,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_10,2017-04-05,2017-04-05,-0.35691698272570505,0.09144656913972501
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ central_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,Bay of Shoals SZ central,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_3,2018-03-28,2018-03-28,-0.33613037020704034,1.3950941725627626
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals SZ central_2026-03_BayofShoals_BRUVS_1,Bay of Shoals SZ central,No-take,Bloom,2026-03_BayofShoals_BRUVS_1,2026-03-24,2026-03-24,1.3213561520480512,0.6879785762832414
BRUV,BRUVs,Bay of Shoals - Bay of Shoals Sanctuary Zone,cap_period,Bay of Shoals oustide West_2015-201706_SA_MPA_StereoBRUVS_5,Bay of Shoals oustide West,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_5,2016-05-24,2016-05-24,-0.4112982006808596,-0.49518092012459225
