"reporting_name","metric","model_type","formula","n_observations","n_dates","n_periods","n_statuses","n_sites","family_code","selected_family","selection_reason","selected_model_valid","selected_pdHess","selected_finite_standard_errors","selected_AIC","selected_logLik","nb_valid","nb_converged","nb_pdHess","nb_finite_standard_errors","nb_theta","nb_at_poisson_boundary","nb_AIC","nb_logLik","nb_warnings","nb_error","poisson_valid","poisson_converged","poisson_pdHess","poisson_finite_standard_errors","poisson_dispersion_ratio","poisson_dispersion_ok","poisson_AIC","poisson_logLik","poisson_minus_nb_AIC","poisson_warnings","poisson_error","model_error"
"Orcades Bank - Orcades Bank Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ 1",12,1,1,1,1,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,32.27499726118394,-15.137498630591969,FALSE,TRUE,FALSE,TRUE,177143822.22811195,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.7482517458302478,TRUE,32.27499726118394,-15.137498630591969,NA,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,83.05255702190907,-36.52627851095453,TRUE,TRUE,TRUE,TRUE,68642037.67518382,TRUE,85.05255875603434,-36.52627937801717,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7821297426002182,TRUE,83.05255702190907,-36.52627851095453,-2.000001734125277,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,83.05255702190907,-36.52627851095453,TRUE,TRUE,TRUE,TRUE,68642037.67518382,TRUE,85.05255875603434,-36.52627937801717,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7821297426002182,TRUE,83.05255702190907,-36.52627851095453,-2.000001734125277,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",164,7,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,182.3209503155581,-85.16047515777905,TRUE,TRUE,TRUE,TRUE,60700235.82013304,TRUE,184.3209503499943,-85.16047517499715,NA,NA,TRUE,TRUE,TRUE,TRUE,0.8853428800369646,TRUE,182.3209503155581,-85.16047515777905,-2.000000034436198,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",118,5,2,2,6,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,159.67074127714534,-68.83537063857267,FALSE,TRUE,FALSE,TRUE,28807822.738755018,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.95024335017128,TRUE,159.67074127714534,-68.83537063857267,NA,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",181,8,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,382.147820265876,-185.073910132938,TRUE,TRUE,TRUE,TRUE,34559100.58932664,TRUE,384.14782139131194,-185.07391069565597,NA,NA,TRUE,TRUE,TRUE,TRUE,0.6693581036845293,TRUE,382.147820265876,-185.073910132938,-2.000001125435915,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",157,7,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,359.0989717606776,-164.5494858803388,TRUE,TRUE,TRUE,TRUE,18386607.56123994,TRUE,361.09897510873253,-164.54948755436627,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7372664942398165,TRUE,359.0989717606776,-164.5494858803388,-2.0000033480549178,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",72,5,2,2,4,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,89.40149280254515,-38.700746401272575,TRUE,TRUE,TRUE,TRUE,2435837680.5761147,TRUE,91.40149281635266,-38.70074640817633,NA,NA,TRUE,TRUE,TRUE,TRUE,0.6060805926949512,TRUE,89.40149280254515,-38.700746401272575,-2.000000013807508,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",52,4,2,2,4,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,86.6880488917562,-38.3440244458781,TRUE,TRUE,TRUE,TRUE,39678839.429865286,TRUE,88.68804898659492,-38.34402449329746,NA,NA,TRUE,TRUE,TRUE,TRUE,0.9034392807002714,TRUE,86.6880488917562,-38.3440244458781,-2.0000000948387253,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",84,7,2,1,3,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,173.01313985635804,-82.50656992817902,TRUE,TRUE,TRUE,TRUE,42397932.61917303,TRUE,175.01314032601968,-82.50657016300984,NA,NA,TRUE,TRUE,TRUE,TRUE,0.5842718622778806,TRUE,173.01313985635804,-82.50656992817902,-2.000000469661643,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",72,6,1,1,3,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,176.83054663463773,-81.41527331731886,TRUE,TRUE,TRUE,TRUE,29675348.12650242,TRUE,178.8305474268215,-81.41527371341076,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7312472493084969,TRUE,176.83054663463773,-81.41527331731886,-2.0000007921837835,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",125,9,2,2,3,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,745.7518598471768,-365.8759299235884,TRUE,TRUE,TRUE,TRUE,9.540630235914827,FALSE,745.7518598471768,-365.8759299235884,NA,NA,TRUE,TRUE,TRUE,TRUE,1.8984891583997472,FALSE,778.4192567841485,-383.20962839207425,32.66739693697173,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",125,9,2,2,3,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,742.862783090847,-360.4313915454235,TRUE,TRUE,TRUE,TRUE,11.791054772580466,FALSE,742.862783090847,-360.4313915454235,NA,NA,TRUE,TRUE,TRUE,TRUE,1.9452280766888947,FALSE,766.9480644333418,-373.4740322166709,24.085281342494795,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",96,4,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,445.5527051613766,-216.7763525806883,TRUE,TRUE,TRUE,TRUE,72074722.99050137,TRUE,447.552707035604,-216.776353517802,NA,NA,TRUE,TRUE,TRUE,TRUE,0.8296226106985654,TRUE,445.5527051613766,-216.7763525806883,-2.0000018742273937,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",96,4,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,438.0983712533457,-210.04918562667285,TRUE,TRUE,TRUE,TRUE,42850229.01298606,TRUE,440.09837521916376,-210.04918760958188,NA,NA,TRUE,TRUE,TRUE,TRUE,0.8483794780407932,TRUE,438.0983712533457,-210.04918562667285,-2.0000039658180526,NA,NA,NA
"Boston Bay","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",141,6,2,1,3,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,633.487276221259,-312.7436381106295,FALSE,TRUE,FALSE,TRUE,38607441.558109894,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.5737461479368554,TRUE,633.487276221259,-312.7436381106295,NA,NA,NA,NA
"Boston Bay","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",141,6,2,1,3,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,623.6867108802319,-304.84335544011594,TRUE,TRUE,TRUE,TRUE,48968333.77591751,TRUE,625.6867187176643,-304.8433593588322,NA,NA,TRUE,TRUE,TRUE,TRUE,0.5848880003796547,TRUE,623.6867108802319,-304.84335544011594,-2.000007837432463,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,227.3899092290219,-108.69495461451095,FALSE,TRUE,FALSE,TRUE,168782373.64801666,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.6610932063924339,TRUE,227.3899092290219,-108.69495461451095,NA,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,227.3899092290219,-108.69495461451095,FALSE,TRUE,FALSE,TRUE,168782373.64801666,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.6610932063924339,TRUE,227.3899092290219,-108.69495461451095,NA,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",165,8,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,908.5541906409097,-447.27709532045486,TRUE,TRUE,TRUE,TRUE,126.21127338470286,FALSE,908.5541906409097,-447.27709532045486,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0491197484877115,TRUE,907.1557044842989,-447.57785224214945,-1.3984861566108293,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",165,8,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,888.7517704589284,-434.3758852294642,TRUE,TRUE,TRUE,TRUE,262.8044267502795,FALSE,888.7517704589284,-434.3758852294642,NA,NA,TRUE,TRUE,TRUE,TRUE,1.078442487882563,TRUE,886.8987389749344,-434.4493694874672,-1.8530314839939592,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",46,2,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,260.37427112777186,-124.18713556388593,TRUE,TRUE,TRUE,TRUE,40.99476553661657,FALSE,260.37427112777186,-124.18713556388593,NA,NA,TRUE,TRUE,TRUE,TRUE,1.2482416365073041,TRUE,259.2880708227013,-124.64403541135064,-1.0862003050705766,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",46,2,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,260.37427112777186,-124.18713556388593,TRUE,TRUE,TRUE,TRUE,40.99476553661657,FALSE,260.37427112777186,-124.18713556388593,NA,NA,TRUE,TRUE,TRUE,TRUE,1.2482416365073041,TRUE,259.2880708227013,-124.64403541135064,-1.0862003050705766,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",36,2,2,2,4,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,151.54938639248087,-70.77469319624043,TRUE,TRUE,TRUE,TRUE,107007070.4612522,TRUE,153.54938700268798,-70.77469350134399,NA,NA,TRUE,TRUE,TRUE,TRUE,0.6843370903154891,TRUE,151.54938639248087,-70.77469319624043,-2.0000006102071097,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",36,2,2,2,4,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,151.54938639248087,-70.77469319624043,TRUE,TRUE,TRUE,TRUE,107007070.4612522,TRUE,153.54938700268798,-70.77469350134399,NA,NA,TRUE,TRUE,TRUE,TRUE,0.6843370903154891,TRUE,151.54938639248087,-70.77469319624043,-2.0000006102071097,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",77,7,2,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,527.502106248304,-259.751053124152,TRUE,TRUE,TRUE,TRUE,6.3650974727957985,FALSE,527.502106248304,-259.751053124152,NA,NA,TRUE,TRUE,TRUE,TRUE,2.7521881930375627,FALSE,577.7076738324695,-285.85383691623474,50.205567584165465,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct",77,7,2,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,522.746150404184,-253.37307520209202,TRUE,TRUE,TRUE,TRUE,7.552841623659265,FALSE,522.746150404184,-253.37307520209202,NA,NA,TRUE,TRUE,TRUE,TRUE,2.9611920647831864,FALSE,565.2600412136578,-275.6300206068289,42.513890809473764,NA,NA,NA
"Glenelg","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,6,2,1,4,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,470.4470743795284,-230.2235371897642,TRUE,TRUE,TRUE,TRUE,29.838552673437896,FALSE,470.4470743795284,-230.2235371897642,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0843501129702913,TRUE,471.1313007704636,-231.5656503852318,0.68422639093523685,NA,NA,NA
"Glenelg","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",98,6,2,1,4,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,457.0363086506812,-220.5181543253406,TRUE,TRUE,TRUE,TRUE,37.379336034146945,FALSE,457.0363086506812,-220.5181543253406,NA,NA,TRUE,TRUE,TRUE,TRUE,1.1361743415747092,TRUE,456.9190382787496,-221.4595191393748,-0.11727037193156775,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",80,5,2,2,5,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,358.3003131433716,-173.1501565716858,FALSE,FALSE,TRUE,TRUE,104583544.29860643,TRUE,360.3003167037249,-173.15015835186244,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",NA,TRUE,TRUE,TRUE,TRUE,0.4380832819382702,TRUE,358.3003131433716,-173.1501565716858,-2.0000035603532638,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",80,5,2,2,5,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,352.98618806095715,-170.49309403047857,FALSE,FALSE,FALSE,TRUE,76914896.06207247,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting') | Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",NA,TRUE,TRUE,TRUE,TRUE,0.365495455217216,TRUE,352.98618806095715,-170.49309403047857,NA,NA,NA,NA
"O'Sullivan","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,9,2,1,5,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,477.4685826053867,-233.73429130269335,TRUE,TRUE,TRUE,TRUE,40.04231228919741,FALSE,477.4685826053867,-233.73429130269335,NA,NA,TRUE,TRUE,TRUE,TRUE,0.975620230976414,TRUE,476.5249257508183,-234.26246287540914,-0.9436568545684167,NA,NA,NA
"O'Sullivan","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",98,9,2,1,5,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,468.94252764566556,-223.47126382283278,TRUE,TRUE,TRUE,TRUE,199.3425550048278,FALSE,468.94252764566556,-223.47126382283278,NA,NA,TRUE,TRUE,TRUE,TRUE,0.9725689605731767,TRUE,467.00206087236086,-223.50103043618043,-1.9404667733047063,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",57,4,2,2,4,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,254.57405964570498,-121.28702982285249,FALSE,TRUE,FALSE,FALSE,112224578.95324326,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.8995467542350363,TRUE,254.57405964570498,-121.28702982285249,NA,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",57,4,2,2,4,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,257.99623861842576,-119.99811930921287,FALSE,TRUE,FALSE,TRUE,22354331.789276473,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,1.046485058263828,TRUE,257.99623861842576,-119.99811930921287,NA,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Period","n_species_sample ~ 1",12,1,1,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,73.41366026032678,-34.70683013016339,TRUE,TRUE,TRUE,TRUE,21.68480157903816,FALSE,73.41366026032678,-34.70683013016339,NA,NA,TRUE,TRUE,TRUE,TRUE,1.8222873859919504,FALSE,73.10246069512735,-35.551230347563674,-0.3111995651994306,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Temporal","n_species_sample ~ 1",12,1,1,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,73.41366026032678,-34.70683013016339,TRUE,TRUE,TRUE,TRUE,21.68480157903816,FALSE,73.41366026032678,-34.70683013016339,NA,NA,TRUE,TRUE,TRUE,TRUE,1.8222873859919504,FALSE,73.10246069512735,-35.551230347563674,-0.3111995651994306,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,236.64604809731577,-113.32302404865789,TRUE,TRUE,TRUE,TRUE,95735686.86259283,TRUE,238.64604927606376,-113.32302463803188,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7352353175229674,TRUE,236.64604809731577,-113.32302404865789,-2.0000011787479934,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,236.64604809731577,-113.32302404865789,TRUE,TRUE,TRUE,TRUE,95735686.86259283,TRUE,238.64604927606376,-113.32302463803188,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7352353175229674,TRUE,236.64604809731577,-113.32302404865789,-2.0000011787479934,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",37,8,2,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,207.75302267392104,-99.87651133696052,TRUE,TRUE,TRUE,TRUE,132.9756168487421,FALSE,207.75302267392104,-99.87651133696052,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0699763297807767,TRUE,205.79558813827006,-99.89779406913503,-1.9574345356509752,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct",37,8,2,1,1,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,197.92658963570628,-90.96329481785314,FALSE,TRUE,FALSE,TRUE,56609688.80930221,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,1.262372664439341,TRUE,197.92658963570628,-90.96329481785314,NA,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",164,7,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,873.7025723397023,-429.85128616985116,TRUE,TRUE,TRUE,TRUE,285.69108824110293,FALSE,873.7025723397023,-429.85128616985116,NA,NA,TRUE,TRUE,TRUE,TRUE,1.009393947145436,TRUE,871.7834248246465,-429.8917124123233,-1.9191475150557835,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",164,7,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,861.4274743357543,-415.7137371678771,TRUE,TRUE,TRUE,TRUE,53721708.66727354,TRUE,863.4274761858818,-415.7137380929409,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0056479747389386,TRUE,861.4274743357543,-415.7137371678771,-2.0000018501275463,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",163,8,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,955.9107090061852,-470.9553545030926,TRUE,TRUE,TRUE,TRUE,42.197131566351224,FALSE,955.9107090061852,-470.9553545030926,NA,NA,TRUE,TRUE,TRUE,TRUE,1.2306882407659447,TRUE,959.559087891771,-473.7795439458855,3.648378885585771,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",163,8,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,954.8484848841298,-459.4242424420649,TRUE,TRUE,TRUE,TRUE,66.29644708403885,FALSE,954.8484848841298,-459.4242424420649,NA,NA,TRUE,TRUE,TRUE,TRUE,1.27042019265371,TRUE,955.4164293743866,-460.7082146871933,0.5679444902567639,NA,NA,NA
