id,site_name,status,period,sampling_event,survey_date,period_CAP1,status_CAP1
Moana inside_5,Moana inside,Fished,Pre-bloom,5,2016-02-17,-0.32726009959317875,0.1912237645627184
Moana inside_6,Moana inside,Fished,Pre-bloom,6,2016-11-16,-0.1740925259422087,0.14489893150027375
Moana inside_9,Moana inside,Fished,Pre-bloom,9,2019-03-18,0.71699649010872,1.3443636047359457
Moana inside_10,Moana inside,Fished,Pre-bloom,10,2019-09-10,0.5013524228777717,1.2250465739088434
Moana inside_13,Moana inside,Fished,Pre-bloom,13,2022-02-13,-0.3178683878021118,0.7474519024068529
Moana inside_14,Moana inside,Fished,Pre-bloom,14,2022-08-31,-0.09290855543891717,1.3866112195857836
Moana inside_16,Moana inside,Fished,Pre-bloom,16,2025-03-06,0.7537152871904255,1.229424568410783
Moana inside_17,Moana inside,Fished,Bloom,17,2025-11-13,1.9182275895454246,1.5227027676207374
Moana outside_5,Moana outside,Fished,Pre-bloom,5,2016-02-17,-0.7757908116270507,-0.16038188327414316
Moana outside_6,Moana outside,Fished,Pre-bloom,6,2016-11-16,0.05563086682106614,0.8343452022603502
Moana outside_7,Moana outside,Fished,Pre-bloom,7,2017-03-06,-1.0292787539538752,-0.2580146658506946
Moana outside_8,Moana outside,Fished,Pre-bloom,8,2018-01-20,-0.5813836292910426,-0.2196737631524526
Moana outside_9,Moana outside,Fished,Pre-bloom,9,2019-03-18,-0.42911476130379417,-0.1791026467359873
Moana outside_10,Moana outside,Fished,Pre-bloom,10,2019-09-10,0.008554038617587583,0.04077657324668251
Moana outside_11,Moana outside,Fished,Pre-bloom,11,2020-02-07,-0.4377530540703302,0.140619738004123
Moana outside_12,Moana outside,Fished,Pre-bloom,12,2021-02-03,-0.7489334405086537,-0.3636207242236046
Moana outside_13,Moana outside,Fished,Pre-bloom,13,2022-02-13,-0.5346220601768892,0.5402292931699543
Moana outside_14,Moana outside,Fished,Pre-bloom,14,2022-08-31,0.021673342888806377,1.0299333799408863
Moana outside_16,Moana outside,Fished,Pre-bloom,16,2025-03-06,-0.33869069512808947,-0.4293169516910074
Moana outside_17,Moana outside,Fished,Bloom,17,2025-11-13,1.3942796858091848,0.5326667000500735
Noarlunga North Outside_5,Noarlunga North Outside,No-take,Pre-bloom,5,2016-02-17,-1.1417484979690837,-1.4468932760439384
Noarlunga North Outside_6,Noarlunga North Outside,No-take,Pre-bloom,6,2016-11-16,-0.6389954903013668,-0.9903577768195202
Noarlunga North Outside_7,Noarlunga North Outside,No-take,Pre-bloom,7,2017-03-06,-0.7718356437962124,-1.1053040162714631
Noarlunga North Outside_8,Noarlunga North Outside,No-take,Pre-bloom,8,2018-01-20,-0.9452187961184777,-1.2203263109249873
Noarlunga North Outside_9,Noarlunga North Outside,No-take,Pre-bloom,9,2019-03-18,-0.9842421737856348,-1.457908594553284
Noarlunga North Outside_10,Noarlunga North Outside,No-take,Pre-bloom,10,2019-09-10,-0.4039929414163523,-1.0326111950960402
Noarlunga North Outside_11,Noarlunga North Outside,No-take,Pre-bloom,11,2020-02-07,-0.3575000281324641,-0.8580240670216202
Noarlunga North Outside_13,Noarlunga North Outside,No-take,Pre-bloom,13,2022-02-13,-1.447940873469199,-1.1629149201537359
Noarlunga North Outside_14,Noarlunga North Outside,No-take,Pre-bloom,14,2022-08-31,-0.6066799056979232,-0.6470188299850934
Noarlunga North Outside_16,Noarlunga North Outside,No-take,Pre-bloom,16,2025-03-06,-1.2489026260489977,-1.7065457842152032
Noarlunga North Outside_17,Noarlunga North Outside,No-take,Bloom,17,2025-11-13,1.836074686224294,-0.06039317715338665
Noarlunga South Outside_7,Noarlunga South Outside,No-take,Pre-bloom,7,2017-03-06,-0.07253649286712878,-0.5894889846302999
Noarlunga South Outside_8,Noarlunga South Outside,No-take,Pre-bloom,8,2018-01-20,-0.3426814562377215,-1.159247165081941
Noarlunga South Outside_11,Noarlunga South Outside,No-take,Pre-bloom,11,2020-02-07,-0.39474128634781036,-1.242813717422523
Noarlunga South Outside_18,Noarlunga South Outside,No-take,Bloom,18,2026-01-29,1.7875611223250065,-0.4759339884114166
Pt Noarlunga inside_5,Pt Noarlunga inside,No-take,Pre-bloom,5,2016-02-17,-1.2725243923148408,-0.972664254059489
Pt Noarlunga inside_6,Pt Noarlunga inside,No-take,Pre-bloom,6,2016-11-16,-0.667906377633147,-0.6579199927897867
Pt Noarlunga inside_9,Pt Noarlunga inside,No-take,Pre-bloom,9,2019-03-18,-1.2225642748601648,-1.4774989363243074
Pt Noarlunga inside_10,Pt Noarlunga inside,No-take,Pre-bloom,10,2019-09-10,0.8749134428254303,0.4179953567992542
Pt Noarlunga inside_13,Pt Noarlunga inside,No-take,Pre-bloom,13,2022-02-13,-0.8939683067817328,-1.193511743446054
Pt Noarlunga inside_14,Pt Noarlunga inside,No-take,Pre-bloom,14,2022-08-31,-0.16422841032780205,-0.6271625378892556
Pt Noarlunga inside_16,Pt Noarlunga inside,No-take,Pre-bloom,16,2025-03-06,-0.9466285346372029,-1.1754233519404453
Pt Noarlunga inside_17,Pt Noarlunga inside,No-take,Bloom,17,2025-11-13,1.690349399099481,0.016099247761048173
Southport_4,Southport,Fished,Pre-bloom,4,2015-08-26,0.856549561782107,1.545251490309204
Southport_5,Southport,Fished,Pre-bloom,5,2016-02-17,0.5391371795840829,1.0493655363683516
Southport_7,Southport,Fished,Pre-bloom,7,2017-03-06,0.0842089821127747,0.7356269849256223
Southport_8,Southport,Fished,Pre-bloom,8,2018-01-20,0.06023363742563188,0.9382765132765567
Southport_18,Southport,Fished,Bloom,18,2026-01-29,2.0935569416244255,1.1829232149730033
Willunga_4,Willunga,Fished,Pre-bloom,4,2015-08-26,0.17755551817047938,1.4252483554757045
Willunga_5,Willunga,Fished,Pre-bloom,5,2016-02-17,-0.013597482506636869,0.6090815082122126
Willunga_18,Willunga,Fished,Bloom,18,2026-01-29,1.944701326778931,0.9633548005710336
