"Period","Status","response","SE","df","asymp.LCL","asymp.UCL","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"Bloom","No-take",112.57505477214595,15.09593440488204,Inf,86.55634645501053,146.41494790377723,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Pre-bloom","Fished",42.4086610400043,19.408331851395513,Inf,17.294261099063768,103.99371912474136,"Glenelg","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Bloom","Fished",19.996228221309337,12.713816965544702,Inf,5.7510214686684265,69.52663022683308,"Glenelg","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Pre-bloom","Fished",97.07698721405255,11.040453229572426,Inf,77.68016237158008,121.31722126787352,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Bloom","Fished",121.4336164763734,22.375053672106883,Inf,84.6249971807735,174.25256959277291,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Pre-bloom","No-take",54.10101675746235,6.626098666946272,Inf,42.55526627984137,68.7792668231456,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Bloom","No-take",91.49118685577889,18.287055433828584,Inf,61.83622739659592,135.36785190003118,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Pre-bloom","No-take",34.16666554968225,4.520610601653829,Inf,26.36207825449358,44.28182875092028,"Orcades Bank - Orcades Bank Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics","overall","total_abundance"
"Pre-bloom","Fished",27.771114258372403,4.856473586244244,Inf,19.712396950296714,39.12435352718312,"Rapid Head - Rapid Head Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Bloom","Fished",25.293887170730198,6.777243824879272,Inf,14.96044961010614,42.7648061976321,"Rapid Head - Rapid Head Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Pre-bloom","No-take",34.08500954229764,5.907617891319923,Inf,24.267948666628367,47.87334485737284,"Rapid Head - Rapid Head Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Bloom","No-take",26.783472542757227,7.140879064935481,Inf,15.882675831120718,45.16584038333371,"Rapid Head - Rapid Head Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Pre-bloom","Fished",44.41947678423123,3.854351457635708,Inf,37.47255219115736,52.654270990660194,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Bloom","Fished",48.71722421153701,6.944079651862183,Inf,36.842878282422724,64.41863517513157,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Pre-bloom","No-take",42.26756259927258,3.710389790246039,Inf,35.58654702870209,50.20287151328559,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Bloom","No-take",54.95491697170811,7.978990183794602,Inf,41.34464575510415,73.04556235058556,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Total abundance","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"total_abundance"
"Pre-bloom","Fished",8.366233682322132,0.9174006711929605,Inf,6.748252927386758,10.372146210341626,"Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",6.274834779183843,1.2490671128481181,Inf,4.247782966541157,9.269200384339749,"Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",11.582274152230815,2.1367543754577274,Inf,8.067891181956336,16.62752651367628,"Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",8.934617263707613,2.236264009802163,Inf,5.470498983444707,14.592340824945323,"Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",5.95761658888316,0.8368361929483444,Inf,4.523854054179959,7.845787020326338,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",4.394230286924202,1.0739123467961607,Inf,2.7218013607834735,7.094294276112701,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",5.850209529476426,0.8253646472380077,Inf,4.436918190312999,7.713676491376195,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",6.954190613058564,1.5978012155990537,Inf,4.432755148639928,10.909866541487192,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",6.46718785879118,1.0193055407521414,Inf,4.748495312884814,8.807952002691723,"Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",6.24334598028838,1.2007600454549445,Inf,4.282613706898672,9.10177095048123,"Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",8.75000000000406,0.8539124984889545,Inf,7.2266878231541405,10.594410866173936,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",7.416666666659086,0.7861650333525887,Inf,6.025340360853403,9.129267584900555,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",9.583333333313153,0.8936503734355097,Inf,7.982549993556784,11.50513029690024,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",7.666666666666306,0.7993051920389821,Inf,6.249750682590979,9.404819610084761,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",10.342337754312899,1.216898710515253,Inf,8.212299105079135,13.024848322698208,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",11.814355244179747,3.6178625160750686,Inf,6.4826115471372985,21.53129010133503,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",11.547569125489733,1.3675467987733099,Inf,9.155564297182964,14.564514909145739,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",13.145550201327302,4.010173093613246,Inf,7.229558436333939,23.902634112083437,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",11.085371970298878,1.3738779086519386,Inf,8.694721188998404,14.13334240957345,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",9.273848138479293,1.2325544063173468,Inf,7.147098849946801,12.033450369336371,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",9.421105595701407,1.2152552052636965,Inf,7.316493037022424,12.131116669725921,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",8.561968639370983,1.1627988412762655,Inf,6.561032090327672,11.173136477970049,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",4.624999994355493,0.760345253437969,Inf,3.351005003101049,6.3833461686846915,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",4.249999976464975,0.7288689249567669,Inf,3.0367502708961776,5.947970095882088,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",4.4999999930063534,0.7499999378538806,Inf,3.245978214867518,6.238489169245294,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",4.499999981522673,0.6123723846030422,Inf,3.446503016142799,5.875520705728881,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",12.231621169869642,1.156700246834688,Inf,10.16222872665195,14.722415767992125,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",20.92050620852003,2.96862868356665,Inf,15.841136261289961,27.628547144703706,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",6.963268075907586,1.9294331907713942,Inf,4.045348794396277,11.985889168350411,"Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",3.1030216563368307,1.1117315191676136,Inf,1.5375227535589797,6.262504653935847,"Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",7.911764754828328,0.48238877236092664,Inf,7.020607533155175,8.91604056203553,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",7.312500039825709,0.6760408128974084,Inf,6.100596164312624,8.765152682168392,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",8.727272769211513,0.6298366110476284,Inf,7.576146687160839,10.05330191366236,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",7.375000053697812,0.9601431445592559,Inf,5.714063142867584,9.51873026813403,"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",6.792275592974342,1.1110284211719836,Inf,4.929266167551895,9.359406889936267,"O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",4.355204772976995,0.8831029253101551,Inf,2.9269198028436176,6.480467485352222,"O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",4.2994132773699025,1.0657264925046444,Inf,2.64493951246964,6.988800478225225,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",2.5401716549438005,0.7864214657042243,Inf,1.384638240434006,4.66004176986867,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",5.487746854033165,1.0598215015903822,Inf,3.7584234649221497,8.0127654094919,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",2.9691024517537605,0.8715121188677799,Inf,1.6702229168944047,5.278079518512278,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",12.91666669528423,1.0374915478574653,Inf,11.035202464290322,15.118914134738928,"Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics","overall","richness"
"Pre-bloom","Fished",8.562954748170895,1.0151995257285944,Inf,6.787465238608024,10.802883173845887,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",9.355272442864237,1.023093931967045,Inf,7.550381867192348,11.591615367231777,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",6.826902654589541,0.8816368691699149,Inf,5.300272688841971,8.793245667030872,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",9.042725302261715,0.9934197692423196,Inf,7.291009389049979,11.215303194503086,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",8.490521446853522,0.9471004919119795,Inf,6.82314425262565,10.56535693375363,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",8.43762608347453,2.366481718774109,Inf,4.869515164064201,14.620250995400973,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",8.89121292908112,0.7863921662554166,Inf,7.476109337916186,10.574172176606218,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",9.04272444352391,1.7548222630444703,Inf,6.181814341900731,13.227648201476494,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",10.195063084937736,0.8880960086129063,Inf,8.594911550673313,12.09312169102167,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",8.798283574914715,1.7132059293631594,Inf,6.006916421385556,12.886777247145165,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",12.011483181221228,0.8920606181010697,Inf,10.384370707807188,13.893545624704144,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",13.325318312353453,1.3758878429027637,Inf,10.883984639753368,16.314255670390754,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",13.603283901267123,1.0012676859719014,Inf,11.775821096839083,15.71434648817355,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",14.841052872532766,1.5282253942883788,Inf,12.128694865431132,18.159979520392007,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",10.080937147363459,1.0521809476125221,Inf,8.215957236939344,12.369257876876505,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",8.891964821588807,1.1319728912840596,Inf,6.928469549413982,11.411905302385353,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",10.453620161487837,1.0892965315741938,Inf,8.522541569645004,12.822251858516525,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",8.333130313306974,1.0680598452681067,Inf,6.482005763242242,10.712897111622098,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",7.343043880968285,1.771373401761413,Inf,4.576563669205418,11.781829629213352,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",8.367990247040323,1.9858697947182167,Inf,5.255526344765507,13.323738895211697,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","No-take",5.756320849084103,2.410091389324209,Inf,2.5337208121130312,13.077695679488363,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","No-take",9.464719858010152,3.8935004132936775,Inf,4.226190900548328,21.196610398973927,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",7.131741244418774,0.8779245895509561,Inf,5.6028862208603725,9.077773699558291,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom","Fished",4.086835838599143,0.8153877319055085,Inf,2.7641344212986505,6.042480077293523,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom","Fished",0.5031823051584419,0.2692942832685455,Inf,0.1762695626974451,1.4363933758612155,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom","Fished",0.38582923292064425,0.29114811120146544,Inf,0.0879175178071457,1.6932256584254184,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom","No-take",0.2950430705365728,0.18805525967602565,Inf,0.0845949696078518,1.029025885051791,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom","No-take",0.135611676268185,0.13945581123423417,Inf,0.018070361460339926,1.0177177020299104,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom","Fished",0.36187691553689016,0.1508424904231896,Inf,0.15986426630532946,0.8191630626720477,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom","Fished",0.3975876140794585,0.272984585565557,Inf,0.10351323381964177,1.5271082260343922,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom","No-take",0.3618769142092075,0.1508424873275624,Inf,0.15986426791995384,0.8191630483877044,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom","No-take",0.15903504903732305,0.13968155662608972,Inf,0.028436542335953517,0.8894241263054624,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom","Fished",0.27109689543972953,0.0786291296114775,Inf,0.15354704551227358,0.47863849461815294,"Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom","Fished",0.18276002480972725,0.08210070329309911,Inf,0.07577023823899033,0.4408225108531373,"Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom","Fished",0.5833333333153284,0.22047925754561631,Inf,0.2780948062989891,1.2236034979773336,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom","Fished",2.3214630600546867e-10,4.398354194954141e-6,Inf,2.220446049250313e-16,NA,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom","No-take",0.916666666700769,0.2763853761698266,Inf,0.5076501732283056,1.655229963769559,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom","No-take",0.16666666665876934,0.11785112387020956,Inf,0.04168294530692491,0.666406310077386,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom","Fished",0.4639805506352151,0.23463686612427995,Inf,0.17220417117198772,1.2501320374681868,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom","Fished",0.240570459835745,0.16895315294763327,Inf,0.060735361132648026,0.9528904589730315,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom","No-take",0.1626216256371917,0.09181008667128604,Inf,0.05378011760861027,0.4917392207533758,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom","No-take",0.06271598152622967,0.0704699797531045,Inf,0.0069332508523531405,0.5673088169690881,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
