"reporting_name","metric","model_type","formula","n_observations","n_dates","n_periods","n_statuses","n_sites","family_code","selected_family","link","selection_reason","selected_model_valid","selected_converged","selected_pdHess","selected_finite_standard_errors","selected_AIC","selected_logLik","dispersion_parameter","tweedie_power","model_warnings","model_error"
"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",164,7,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,182.3209503155581,-85.16047515777905,1,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",118,5,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,159.67074127714534,-68.83537063857267,1,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",181,8,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,382.147820265876,-185.073910132938,1,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",157,7,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,359.0989717606776,-164.5494858803388,1,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",72,5,2,2,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,89.40149280254515,-38.700746401272575,1,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",52,4,2,2,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,86.6880488917562,-38.3440244458781,1,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",84,7,2,1,3,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,173.01313985635804,-82.50656992817902,1,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",72,6,1,1,3,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,176.83054663463773,-81.41527331731886,1,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",125,9,2,2,3,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,778.4192567841485,-383.20962839207425,1,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",125,9,2,2,3,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,766.9480644333418,-373.4740322166709,1,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",96,4,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,445.5527051613766,-216.7763525806883,1,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",96,4,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,438.0983712533457,-210.04918562667285,1,NA,NA,NA
"Boston Bay","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",141,6,2,1,3,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,633.487276221259,-312.7436381106295,1,NA,NA,NA
"Boston Bay","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",141,6,2,1,3,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,623.6867108802319,-304.84335544011594,1,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,227.3899092290219,-108.69495461451095,1,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,227.3899092290219,-108.69495461451095,1,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",165,8,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,907.1557044842989,-447.57785224214945,1,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",165,8,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,886.8987389749344,-434.4493694874672,1,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",46,2,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,259.2880708227013,-124.64403541135064,1,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",46,2,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,259.2880708227013,-124.64403541135064,1,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",36,2,2,2,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,151.54938639248087,-70.77469319624043,1,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",36,2,2,2,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,151.54938639248087,-70.77469319624043,1,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",77,7,2,1,1,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,577.7076738324695,-285.85383691623474,1,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct",77,7,2,1,1,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,565.2600412136578,-275.6300206068289,1,NA,NA,NA
"Glenelg","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,6,2,1,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,471.1313007704636,-231.5656503852318,1,NA,NA,NA
"Glenelg","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",98,6,2,1,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,456.9190382787496,-221.4595191393748,1,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",80,5,2,2,5,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,358.3003131433716,-173.1501565716858,1,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",80,5,2,2,5,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,352.98618806095715,-170.49309403047857,1,NA,NA,NA
"O'Sullivan","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,9,2,1,5,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,476.5249257508183,-234.26246287540914,1,NA,NA,NA
"O'Sullivan","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",98,9,2,1,5,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,467.00206087236086,-223.50103043618043,1,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",57,4,2,2,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,254.57405964570498,-121.28702982285249,1,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",57,4,2,2,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,257.99623861842576,-119.99811930921287,1,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Period","n_species_sample ~ 1",12,1,1,1,1,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,73.10246069512735,-35.551230347563674,1,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Temporal","n_species_sample ~ 1",12,1,1,1,1,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,73.10246069512735,-35.551230347563674,1,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,236.64604809731577,-113.32302404865789,1,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,236.64604809731577,-113.32302404865789,1,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",37,8,2,1,1,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,205.79558813827006,-99.89779406913503,1,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct",37,8,2,1,1,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,197.92658963570628,-90.96329481785314,1,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",164,7,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,871.7834248246465,-429.8917124123233,1,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",164,7,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,861.4274743357543,-415.7137371678771,1,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",163,8,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,959.559087891771,-473.7795439458855,1,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",163,8,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,955.4164293743866,-460.7082146871933,1,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",181,8,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,944.6507697623547,-466.32538488117734,1,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",181,8,2,2,6,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,928.0965507553677,-447.04827537768386,1,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",72,5,2,2,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,362.4080761984891,-175.20403809924454,1,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",72,5,2,2,4,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,363.7858402792482,-175.8929201396241,1,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",84,7,2,1,3,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,389.5443347748249,-190.77216738741245,1,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",84,7,2,1,3,"poisson","Poisson (log link)","log","Poisson with a log link was specified for species-richness count metrics",TRUE,TRUE,TRUE,TRUE,388.86222208715895,-186.43111104357948,1,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | start_date_fct) +     (1 | uwa_site_code)",125,9,2,2,3,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,1310.7670996450709,-647.3835498225354,0.5459761429564476,1.999998518179012,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct + (1 | uwa_site_code)",125,9,2,2,3,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,1301.7537352545942,-638.8768676272971,0.5123388721043468,1.9999989192660026,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | start_date_fct) +     (1 | uwa_site_code)",96,4,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,TRUE,FALSE,TRUE,NA,NA,0.6384362159574715,1.9999990674332677,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')","Model Hessian was not positive definite | Model AIC was not finite"
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct * Status + (1 | uwa_site_code)",96,4,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,936.4150695904441,-457.20753479522205,0.6231723618963422,1.9999990499182227,NA,NA
"Boston Bay","Total abundance","Period","total_abundance_sample ~ Period + (1 | start_date_fct) + (1 |     uwa_site_code)",141,6,2,1,3,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,1360.0645199882624,-674.0322599941312,0.8902575229310811,1.7902886840953203,NA,NA
"Boston Bay","Total abundance","Temporal","total_abundance_sample ~ start_date_fct + (1 | uwa_site_code)",141,6,2,1,3,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,1337.429692907349,-659.7148464536745,0.930020743309322,1.7688944859097724,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,321.4185693974697,-153.70928469873485,0.11541248068042852,1.999995339118653,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,321.4185693974697,-153.70928469873485,0.11541248068042852,1.999995339118653,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | start_date_fct) +     (1 | uwa_site_code)",165,8,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,TRUE,FALSE,TRUE,NA,NA,0.5542648199645622,1.999998761591354,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')","Model Hessian was not positive definite | Model AIC was not finite"
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct + (1 | uwa_site_code)",165,8,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,1606.6460084012804,-792.3230042006402,0.5386087559261127,1.9999990382656727,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | uwa_site_code)",46,2,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,354.96359851840856,-170.48179925920428,1.0466721489295598,1.4353855992870812,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct * Status + (1 | uwa_site_code)",46,2,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,354.96359851840856,-170.48179925920428,1.0466721489295598,1.4353855992870812,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | uwa_site_code)",36,2,2,2,4,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,431.1908363145787,-208.59541815728934,0.7885499244958127,1.9999993294286529,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct * Status + (1 | uwa_site_code)",36,2,2,2,4,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,431.1908363145787,-208.59541815728934,0.7885499244958127,1.9999993294286529,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period + (1 | start_date_fct)",77,7,2,1,1,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,793.3390730096143,-391.6695365048071,4.625964380008409,1.3438192163214038,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct",77,7,2,1,1,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,789.6364916569637,-385.81824582848185,4.767703185292632,1.314572476924705,NA,NA
"Glenelg","Total abundance","Period","total_abundance_sample ~ Period + (1 | start_date_fct) + (1 |     uwa_site_code)",98,6,2,1,4,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,927.3578392924842,-457.6789196462421,2.5750988652631595,1.7107712846127554,NA,NA
"Glenelg","Total abundance","Temporal","total_abundance_sample ~ start_date_fct + (1 | uwa_site_code)",98,6,2,1,4,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,913.0267039252756,-447.5133519626378,2.512988444988823,1.7054103307013926,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | start_date_fct) +     (1 | uwa_site_code)",80,5,2,2,5,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,773.6280640560062,-378.8140320280031,0.5124659051839789,1.999998924059133,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"Middle/Long Spit - Middle Spit Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct + (1 | uwa_site_code)",80,5,2,2,5,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,776.7210146276598,-380.3605073138299,0.5516336243347191,1.99999899224649,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"O'Sullivan","Total abundance","Period","total_abundance_sample ~ Period + (1 | start_date_fct) + (1 |     uwa_site_code)",98,9,2,1,5,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,981.0301691725614,-484.5150845862807,0.6261655858107701,1.9999991080342108,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"O'Sullivan","Total abundance","Temporal","total_abundance_sample ~ start_date_fct + (1 | uwa_site_code)",98,9,2,1,5,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,965.7079015653585,-470.85395078267925,0.6098945054849148,1.9999990322883177,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | start_date_fct) +     (1 | uwa_site_code)",57,4,2,2,4,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,579.97746365338,-281.98873182669,7.149246746935853,1.1765911280229306,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct * Status + (1 | uwa_site_code)",57,4,2,2,4,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,575.9600224712646,-276.9800112356323,7.380252847187757,1.1354413731115278,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ 1",12,1,1,1,1,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,105.00473316815524,-49.50236658407762,1.169050591965874,1.5139138190463928,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ 1",12,1,1,1,1,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,105.00473316815524,-49.50236658407762,1.169050591965874,1.5139138190463928,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,TRUE,FALSE,TRUE,NA,NA,0.555221606981597,1.9999989651963737,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')","Model Hessian was not positive definite | Model AIC was not finite"
"Port Gibbon - Port Gibbon Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,TRUE,FALSE,TRUE,NA,NA,0.555221606981597,1.9999989651963737,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')","Model Hessian was not positive definite | Model AIC was not finite"
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period + (1 | start_date_fct)",37,8,2,1,1,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,365.77826680655403,-177.88913340327701,0.5954948628801341,1.9999991389365102,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Total abundance","Temporal","total_abundance_sample ~ start_date_fct",37,8,2,1,1,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",FALSE,FALSE,TRUE,TRUE,360.90837614424527,-170.45418807212263,0.4785809391699355,1.9999988597393257,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","Model did not converge"
"Rapid Head - Rapid Head Sanctuary Zone","Total abundance","Period","total_abundance_sample ~ Period * Status + (1 | start_date_fct) +     (1 | uwa_site_code)",164,7,2,2,6,"tweedie","Tweedie (log link)","log","Tweedie with a log link was specified for non-richness metrics",TRUE,TRUE,TRUE,TRUE,1390.544265717518,-687.272132858759,1.5949652808879735,1.4985294206069208,NA,NA
