"Period","response","SE","df","asymp.LCL","asymp.UCL","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"Bloom",9.197671380770256,0.7331713813524414,Inf,7.867310676154483,10.752995821691771,"Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom",8.490521446853522,0.9471004919119795,Inf,6.82314425262565,10.56535693375363,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom",8.43762608347453,2.366481718774109,Inf,4.869515164064201,14.620250995400973,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom",9.520844327768208,0.7432809146757842,Inf,8.170021118129867,11.095011310612767,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom",8.91966669466613,1.602241105604879,Inf,6.2725937582369236,12.68382060283444,"Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom",12.78262945521959,0.7708914022133022,Inf,11.357589411629238,14.386469687145388,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom",14.062779014724176,1.2520881400359622,Inf,11.81092472591061,16.743968673606073,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom",10.265587553100422,0.9180938104508961,Inf,8.615040999541442,12.232360567521335,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom",8.60801380108332,0.9636028099581176,Inf,6.91221604225913,10.71984746232315,"The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom",6.501454959296201,1.5707882369119395,Inf,4.049071613664815,10.439162509526371,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom",8.899476583642313,2.1132631718029713,Inf,5.587773214786494,14.173925894704386,"Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom",7.131741244418774,0.8779245895509561,Inf,5.6028862208603725,9.077773699558291,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Bloom",4.086835838599143,0.8153877319055085,Inf,2.7641344212986505,6.042480077293523,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"Pre-bloom",0.3853056609415666,0.18597872896799758,Inf,0.14960591712783491,0.9923434527443279,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.22874210156776242,0.16994416085417915,Inf,0.05332674979271615,0.9811764120824648,"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.36187691487304885,0.13560343959934046,Inf,0.17361868719979462,0.754267317822403,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.2514564886849392,0.1680103403414472,Inf,0.06787871212873221,0.9315198199671546,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.27109689543972953,0.0786291296114775,Inf,0.15354704551227358,0.47863849461815294,"Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.18276002480972725,0.08210070329309911,Inf,0.07577023823899033,0.4408225108531373,"Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.7312470322849938,0.17677668056647575,Inf,0.4552907306620076,1.1744632302267766,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",6.220213099169356e-6,0.05892555618922796,Inf,2.220446049250313e-16,NA,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.27468758874098775,0.1054175850799134,Inf,0.12947060020701195,0.582783051037803,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.1228316429704299,0.0821603028000692,Inf,0.03310959784784193,0.45568697584765633,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.6276363977518153,0.19647820547083825,Inf,0.33981617481425563,1.1592368962371986,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.7716976323288166,0.22245241085686546,Inf,0.438608118234667,1.357743304293524,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.6603773584907039,0.11162413777951062,Inf,0.4741468451983411,0.919753574285061,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",1.0833333333333706,0.21245912946206008,Inf,0.7376116419268597,1.5910962414386147,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.5530887366626986,0.10414996213186155,Inf,0.3823916528041215,0.7999838604736481,"Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.05421966931208451,0.038521724299809164,Inf,0.01347098565178732,0.21822995111881455,"Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",1.3868996670825287,0.18211319342366225,Inf,1.072195891298116,1.7939731929254494,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.43117434172847124,0.1519610800876169,Inf,0.21610230296130092,0.8602930668363726,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.39988258093474605,0.13222767835812363,Inf,0.2091552902319308,0.7645327945456939,"O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.024534905648419286,0.027585677230531687,Inf,0.002708575405792451,0.2222428786326219,"O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.4534820197957839,0.3008178549062898,Inf,0.12357040866822434,1.6642005516887537,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",5.028856389981745e-11,4.23786376737945e-6,Inf,2.220446049250313e-16,NA,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",1.0833333368392286,0.3004625817363041,Inf,0.6290443938462291,1.8657047581829471,"Orcades Bank - Orcades Bank Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics","overall","sharks_rays"
"Pre-bloom",0.5137011669305221,0.1909406380623829,Inf,0.24792618326017035,1.064384912620781,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.25000000000345723,0.10206206412708943,Inf,0.11231518136218048,0.5564697420572748,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.14126047156073057,0.06497556486293317,Inf,0.057344736788538964,0.347974756587393,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.09346214060972645,0.0938297657154591,Inf,0.013064297274167112,0.668629283614428,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.7015843864555319,0.21094492760522945,Inf,0.3891792646922348,1.2647658700610271,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.48069344311320206,0.20039867201700076,Inf,0.212327657250581,1.088252888220444,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.3048522903335106,0.19882993482733688,Inf,0.0849026211046168,1.094606005238317,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",0.136173060554642,0.1183681251585184,Inf,0.024784843483907495,0.7481629824637792,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",0.792345719647242,0.23865722305702083,Inf,0.4390661123746903,1.42987974190899,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Bloom",7.46350590261399e-10,7.504713413920781e-6,Inf,2.220446049250313e-16,NA,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"Pre-bloom",5.449595150481906,0.5250709761135575,Inf,4.511807722259988,6.582303398620891,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",2.3532250116674525,0.6540625146241767,Inf,1.3648279594905688,4.057410985047707,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",0.36409668071732626,0.1058668198491642,Inf,0.20592853130472888,0.6437495186774559,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",0.1718615863495586,0.10722707038270515,Inf,0.05059425018401326,0.5837897538783898,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",0.2755638942042951,0.11250974882639865,Inf,0.12379011225938129,0.6134210431114724,"Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",0.1525475179616144,0.09321830263128483,Inf,0.04605272489317997,0.5053065869658295,"Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",2.8282288629453456,0.3510334841115362,Inf,2.2175085617066044,3.6071466145957745,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",1.969326244476448,0.2928618542775733,Inf,1.471411140264883,2.6357322919857396,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",6.662508373706082,0.7550253875355039,Inf,5.3355081059214156,8.319548381988243,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",6.342658131503057,1.651431203017755,Inf,3.8075433468397084,10.565687244640957,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",6.931321462963904,0.944740765767508,Inf,5.306364369369147,9.053885839478403,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",5.324510017552161,0.7727598524949055,Inf,4.006291781764978,7.076470829222402,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",1.1143656834033517e-5,0.10825315061987226,Inf,2.220446049250313e-16,NA,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",0.5590169943785603,0.16925078255614628,Inf,0.3088239490653614,1.0119033868642744,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",2.9125477053083624,1.9981451357831197,Inf,0.7591168480003361,11.174740961213988,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",15.37426687367795,15.851857896615673,Inf,2.0377499068454292,115.99464738486215,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",0.7814664179931924,0.5341636371826495,Inf,0.20468213002629618,2.9836007783026965,"Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",0.27034427720265203,0.19763347616982987,Inf,0.06451365824183662,1.1328768234201392,"Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",1.1864880982162829,0.14852211951784028,Inf,0.9283500010094472,1.5164043794669697,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",0.4841229174680572,0.1465754802320179,Inf,0.2674493813034075,0.8763340489911136,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",1.0568333794197846,0.8131629238187806,Inf,0.23391798022916532,4.77473681485125,"O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",0.3964895370349113,0.31176460005475864,Inf,0.08490269724779949,1.851577842330948,"O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",0.6110702374983972,0.24720476088030227,Inf,0.2765302883620069,1.3503288821205697,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
